,FMID,start,end,zip
1788,1008726,2013-07-02,2013-11-28,41179
1789,1004651,2013-06-20,2013-09-26,13367
1790,1004270,2012-04-01,2016-10-29,24901
1791,1011527,2015-06-06,2015-09-26,83501
1792,1012553,2016-06-18,2016-10-01,59457
1793,1008320,2014-04-16,2014-11-26,24450
1794,1008273,2014-05-24,2014-10-25,12452
1795,1009767,2014-06-18,2014-10-01,55014
1796,1012287,2016-05-11,2016-10-06,59923
1797,1007418,2013-07-13,2013-09-21,67901
1798,1010967,2015-06-01,2015-11-01,19124
1799,1012318,2016-05-21,2016-10-01,15658
1800,1003895,2016-06-03,2016-08-26,30047
1801,1008397,2013-01-01,2013-12-31,97367
1802,1005411,2014-06-17,2014-10-31,40484
1803,1010995,2015-04-02,2015-11-21,28092
1804,1010993,2015-04-04,2015-12-19,28037
1805,1010992,2015-04-04,2015-12-19,28092
1806,1004848,2016-04-07,2016-11-03,89008
1807,1004847,2013-05-04,2013-09-28,89043
1808,1003378,2014-05-03,2014-10-11,68508
1809,1011300,2015-01-01,2015-12-31,90031
1810,1000096,2013-06-28,2013-11-22,10451
1811,1011062,2015-06-25,2015-10-22,55806
1812,1000905,2013-05-05,2013-10-27,48146
1813,1011688,2015-04-18,2015-10-03,65101
1814,1010162,2016-01-01,2016-12-31,92111
1815,1009791,2014-01-01,2014-12-31,96753
1816,1012680,2016-06-11,2016-09-03,60532
1817,1005912,2014-05-10,2014-10-11,17543
1818,1008432,2014-05-10,2014-10-18,75068
1819,1012027,2016-05-04,2016-10-26,29566
1820,1012540,2016-05-07,2016-09-24,72201
1821,1004172,2014-01-01,2014-12-31,95062
1822,1005691,2013-05-16,2013-10-31,39110
1823,1012641,2016-06-01,2016-09-21,59047
1824,1010248,2016-06-18,2016-10-08,48150
1825,1000119,2013-01-08,2013-12-17,97232
1826,1008843,2015-05-15,2015-08-21,36865
1827,1008951,2013-05-22,2013-10-30,56470
1828,1011012,2015-01-01,2015-12-31,44805
1829,1003514,2011-01-01,2011-12-31,44691
1830,1009967,2014-07-10,2014-09-04,44614
1831,1001313,2013-04-26,2013-10-25,53555
1832,1000631,2011-05-01,2011-10-31,42276
1833,1000614,2014-05-01,2014-10-04,43311
1834,1001148,2014-06-01,2014-10-29,46947
1835,1011151,2016-06-11,2016-10-08,53048
1836,1012408,2016-05-07,2016-10-27,40741
1837,1008179,2013-01-01,2013-12-31,78738
1838,1010146,2014-01-01,2014-12-31,90802
1839,1008965,2015-01-01,2015-12-31,39560
1840,1003702,2014-01-01,2014-12-31,90803
1841,1003706,2014-01-01,2014-12-31,90807
1842,1010168,2014-06-18,2014-08-27,19904
1843,1008439,2013-01-04,2013-12-27,97470
1844,1011089,2015-04-18,2015-10-31,37412
1845,1011088,2015-04-18,2015-10-31,30750
1846,1002742,2016-05-01,2016-09-29,94022
1847,1000824,2014-06-07,2014-09-27,93635
1848,1012110,2016-01-01,2016-12-31,95030
1849,1005431,2015-05-02,2015-08-29,87107
1850,1010713,2014-01-01,2014-12-31,64137
1851,1012289,2016-05-04,2016-10-26,63353
1852,1005911,2014-05-31,2014-10-11,80027
1853,1011137,2015-05-05,2015-10-27,80538
1854,1000462,2016-05-03,2016-10-25,45140
1855,1012226,2016-06-16,2016-09-15,49331
1856,1008909,2013-07-11,2013-11-21,10002
1857,1011233,2015-04-01,2015-10-15,97885
1858,1010625,2016-05-25,2016-10-05,98944
1859,1001672,2014-06-04,2014-09-30,80230
1860,1011773,2016-06-06,2016-09-19,60626
1861,1011800,2016-05-21,2016-10-08,50311
1862,1004752,2015-05-02,2015-09-25,49431
1863,1002383,2014-01-01,2014-12-31,24504
1864,1001141,2013-06-20,2013-10-03,98264
1865,1008811,2014-05-08,2014-12-18,40222
1866,1001651,2014-04-01,2014-12-16,32444
1867,1001335,2014-06-17,2014-10-07,13368
1868,1012815,2016-10-01,2017-05-06,49858
1869,1011538,2015-05-28,2015-08-27,30126
1870,1012442,2016-05-20,2016-09-09,95823
1871,1007338,2014-05-01,2014-10-18,61455
1872,1003327,2013-06-01,2013-11-16,36083
1873,1000628,2014-05-15,2014-10-30,18062
1874,1006188,2013-11-07,2014-04-24,45243
1875,1006187,2013-05-02,2013-10-31,45243
1876,1006381,2014-05-28,2014-10-29,56062
1877,1011672,2015-06-18,2015-08-13,93638
1878,1006501,2015-04-11,2015-09-26,35758
1879,1001855,2014-04-05,2014-12-27,28754
1880,1000481,2016-05-14,2016-10-01,50273
1881,1002419,2013-06-01,2013-08-31,35804
1882,1011745,2015-05-01,2015-10-01,63645
1883,1012249,2016-06-21,2016-10-11,56256
1884,1011334,2015-05-15,2015-09-25,98122
1885,1011658,2015-06-05,2015-09-25,57262
1886,1004168,2016-06-04,2016-10-08,98199
1887,1006539,2013-03-05,2013-12-17,78205
1888,1008874,2013-06-06,2013-09-26,68310
1889,1008858,2015-06-02,2015-08-25,39056
1890,1009983,2016-06-18,2016-09-24,38024
1891,1011624,2015-01-01,2015-12-31,20878
1892,1001102,2016-04-01,2016-11-01,37408
1893,1006837,2014-06-05,2014-09-25,95667
1894,1005528,2014-05-15,2014-10-30,15301
1895,1011119,2016-05-24,2016-09-27,66720
1896,1004199,2014-05-17,2014-10-04,60420
1897,1006903,2013-05-18,2013-11-30,70546
1898,1002207,2014-06-12,2014-10-09,61231
1899,1005459,2012-05-01,2014-09-26,93230
1900,1001819,2013-06-18,2013-09-24,54449
1901,1005791,2014-06-07,2014-10-25,37130
1902,1008513,2013-04-06,2013-11-23,30458
1903,1005140,2014-05-03,2014-10-25,30188
1904,1000030,2014-06-19,2014-10-16,60048
1905,1009779,2016-01-01,2016-12-31,96707
1906,1009780,2016-01-01,2016-12-31,96792
1907,1005256,2013-01-01,2013-12-31,96822
1908,1012216,2016-01-01,2016-12-31,96778
1909,1005657,2014-06-11,2014-10-15,12953
1910,1001534,2014-06-03,2014-10-28,12020
1911,1006146,2014-01-04,2014-05-03,10543
1912,1008221,2015-05-02,2015-10-31,23103
1913,1012225,2016-05-19,2016-10-27,49659
1914,1010154,2016-01-01,2016-12-31,37355
1915,1008350,2013-04-28,2013-09-22,53589
1916,1003980,2016-06-22,2016-09-07,59741
1917,1010023,2016-05-28,2016-10-08,49660
1918,1005952,2016-05-18,2016-09-21,49854
1919,1012348,2016-07-07,2016-10-06,80829
1920,1012135,2016-05-07,2016-10-29,54220
1921,1005257,2015-01-01,2015-12-31,96826
1922,1011486,2015-06-06,2015-09-26,72944
1923,1004368,2014-04-04,2014-11-21,16933
1924,1010328,2014-05-24,2014-10-18,76063
1925,1012682,2016-07-05,2016-09-27,50563
1926,1010286,2016-06-19,2016-09-28,98831
1927,1000334,2014-06-03,2014-08-26,95337
1928,1010120,2014-06-05,2014-09-01,60950
1929,1005218,2016-06-10,2016-09-16,97130
1930,1005661,2013-06-22,2015-09-26,98038
1931,1006458,2015-05-19,2015-10-20,52060
1932,1001878,2013-01-01,2013-12-31,90066
1933,1008288,2013-01-01,2013-12-31,85653
1934,1008913,2013-07-11,2013-11-21,10034
1935,1011123,2015-05-14,2015-09-24,37920
1936,1010711,2014-05-01,2014-09-25,64658
1937,1010360,2014-07-10,2014-09-25,46222
1938,1012838,2016-01-01,2016-12-31,85601
1939,1012781,2016-04-02,2016-08-31,32446
1940,1005856,2013-06-02,2013-10-27,17547
1941,1003238,2015-01-01,2015-12-31,30060
1942,1004876,2016-01-01,2016-12-31,93933
1943,1012241,2016-07-14,2016-09-29,48039
1944,1005906,2014-01-01,2015-01-01,94903
1945,1005932,2013-05-11,2013-10-26,24354
1946,1008856,2014-06-07,2014-09-06,35570
1947,1002235,2014-05-03,2014-09-27,52302
1948,1008040,2014-05-03,2014-09-26,46953
1949,1009002,2014-04-16,2014-09-03,62959
1950,1003927,2015-05-27,2015-10-28,95338
1951,1005075,2013-07-19,2013-09-27,44308
1952,1011772,2016-01-01,2016-12-31,19118
1953,1012031,2016-06-04,2016-09-24,29577
1954,1001304,2013-06-06,2013-09-12,21740
1955,1010991,2016-07-20,2016-09-28,54901
1956,1000188,2014-05-12,2014-10-20,56377
1957,1000603,2014-06-14,2014-09-27,50501
1958,1011972,2016-06-23,2016-10-20,54303
1959,1000616,2013-05-23,2013-07-24,36606
1960,1005150,2013-06-19,2013-08-21,81435
1961,1008160,2015-10-09,2016-03-25,45011
1962,1000508,2014-04-05,2014-10-25,30295
1963,1011983,2016-05-28,2016-09-17,47042
1964,1012189,2016-06-30,2016-10-13,12835
1965,1003068,2016-05-01,2016-10-29,27320
1966,1008834,2014-05-03,2014-10-25,75460
1967,1008339,2013-05-03,2013-10-25,97477
1968,1000939,2014-06-07,2014-10-11,46056
1969,1011053,2015-06-25,2015-09-24,11701
1970,1010866,2016-11-02,2017-05-17,49068
1971,1005121,2013-05-04,2013-10-05,65340
1972,1012539,2016-06-16,2016-09-29,54401
1973,1012229,2016-05-01,2016-10-28,65706
1974,1008618,2013-05-04,2013-09-28,64147
1975,1012047,2016-05-21,2016-11-19,22207
1976,1011206,2016-06-04,2016-10-01,98270
1977,1001281,2014-07-12,2014-10-04,48854
1978,1000816,2012-04-01,2012-10-31,23109
1979,1012575,2016-04-16,2016-11-27,28105
1980,1003199,2015-01-01,2015-12-31,46619
1981,1001506,2014-06-06,2014-09-26,61938
1982,1009851,2016-01-01,2016-12-31,78504
1983,1004378,2014-07-02,2014-09-03,58463
1984,1006370,2014-05-01,2014-10-30,39648
1985,1010969,2016-04-24,2016-11-20,11222
1986,1010971,2017-01-08,2017-04-16,11222
1987,1005549,2014-06-05,2014-10-30,95519
1988,1009988,2014-05-02,2014-09-26,95121
1989,1010639,2015-06-01,2015-08-06,42352
1990,1011038,2015-05-30,2015-10-31,67460
1991,1008713,2015-05-02,2015-10-31,40108
1992,1001490,2014-05-13,2014-09-30,54451
1993,1001491,2014-05-10,2014-10-25,54451
1994,1000013,2015-05-14,2015-11-19,19063
1995,1010314,2014-01-01,2014-12-31,28277
1996,1011657,2015-06-04,2015-10-08,50163
1997,1011791,2016-06-01,2016-09-28,48122
1998,1011162,2015-04-04,2015-11-21,38103
1999,1005128,2015-06-11,2015-10-29,54952
2000,1008246,2013-06-04,2013-10-15,14506
2001,1002905,2016-01-01,2016-12-31,94025
2002,1002951,2014-10-04,2015-05-30,49858
2003,1002950,2014-06-14,2014-10-04,49858
2004,1008342,2013-07-07,2013-10-27,53051
2005,1001578,2013-05-01,2013-11-27,53051
2006,1012668,2016-05-21,2016-10-22,54751
2007,1003903,2016-06-03,2016-09-30,44060
2008,1011470,2016-06-02,2016-09-15,97031
2009,1004417,2014-05-10,2014-10-30,40330
2010,1004018,2014-06-08,2014-10-12,98040
2011,1011306,2015-07-18,2015-10-10,16137
2012,1010479,2014-01-01,2014-12-31,48864
2013,1011837,2015-10-15,2016-06-15,85201
2014,1010631,2016-05-01,2016-10-28,42129
2015,1012094,2016-06-16,2016-10-13,80122
2016,1008810,2014-04-05,2014-10-25,65265
2017,1008562,2013-05-08,2014-05-07,33155
2018,1000021,2015-05-01,2015-10-31,38655
2019,1009992,2016-10-01,2017-05-31,33708
2020,1012515,2016-06-03,2016-09-30,56737
2021,1000946,2014-05-03,2014-10-25,20117
2022,1012396,2016-05-05,2016-10-13,21769
2023,1005138,2016-05-07,2016-10-29,48640
2024,1012022,2016-04-02,2016-10-29,79701
2025,1000204,2016-04-16,2016-11-05,27609
2026,1012187,2016-05-07,2016-10-29,55407
2027,1003835,2013-01-01,2013-12-31,93001
2028,1011159,2015-05-02,2015-10-31,38358
2029,1002856,2013-01-01,2013-12-31,80640
2030,1004289,2015-05-07,2015-10-15,48381
2031,1011258,2015-05-24,2015-09-27,18337
2032,1012141,2016-05-07,2016-10-01,19963
2033,1009658,2015-01-01,2015-12-31,96789
2034,1012523,2016-05-07,2016-09-24,55401
2035,1012007,2016-04-30,2016-10-15,72764
2036,1000716,2014-04-01,2014-10-28,31061
2037,1010485,2014-08-12,2014-11-25,30442
2038,1011016,2016-05-01,2016-09-25,46403
2039,1000792,2013-05-01,2013-09-25,17551
2040,1001709,2014-01-01,2014-12-31,12546
2041,1004657,2013-05-03,2013-10-26,38053
2042,1011401,2015-05-20,2015-09-30,99212
2043,1010420,2014-04-18,2014-10-03,19968
2044,1001528,2014-11-01,2015-04-11,53215
2045,1001158,2014-05-04,2014-10-26,97222
2046,1008219,2013-06-07,2013-10-18,26726
2047,1006416,2015-05-02,2015-10-31,23117
2048,1002885,2014-05-03,2014-10-18,53565
2049,1008195,2014-06-19,2014-10-09,44657
2050,1012663,2016-06-01,2016-11-16,20019
2051,1012417,2016-06-28,2016-09-27,55345
2052,1010582,2014-05-23,2014-10-10,54548
2053,1011732,2016-05-07,2016-09-24,66202
2054,1009077,2014-05-01,2014-10-31,39202
2055,1009748,2014-02-01,2014-12-31,39202
2056,1012364,2016-05-07,2016-10-29,59801
2057,1010714,2014-01-01,2014-12-31,65084
2058,1003604,2015-07-09,2015-09-17,59442
2059,1003461,2013-05-01,2013-10-30,28777
2060,1008268,2014-05-08,2014-10-09,84532
2061,1010788,2016-04-20,2016-11-16,27028
2062,1002304,2014-04-05,2014-12-20,95354
2063,1002307,2014-05-21,2014-10-08,13407
2064,1001115,2016-06-15,2016-08-17,60954
2065,1001104,2015-05-11,2015-10-19,66604
2066,1011250,2015-05-02,2015-09-26,65708
2067,1009871,2014-06-06,2014-10-31,15063
2068,1012314,2016-05-04,2016-10-22,53566
2069,1006547,2014-06-07,2014-10-31,48162
2070,1008812,2013-06-01,2013-10-31,42167
2071,1009081,2014-05-03,2014-10-25,37385
2072,1010201,2014-01-01,2014-05-31,48162
2073,1008128,2016-01-01,2016-12-31,24983
2074,1011104,2015-05-02,2015-10-31,18360
2075,1011267,2016-05-14,2016-10-08,30655
2076,1006938,2014-05-27,2014-08-30,71201
2077,1003889,2013-06-19,2013-10-30,10950
2078,1012508,2016-05-15,2016-10-30,97292
2079,1010452,2014-01-01,2014-12-31,91763
2080,1012779,2016-07-15,2016-09-30,81144
2081,1002537,2014-01-01,2014-12-31,93940
2082,1004297,2013-06-03,2013-08-05,35115
2083,1004492,2013-06-13,2013-10-31,56265
2084,1008515,2013-05-01,2013-11-27,28801
2085,1006263,2015-04-23,2015-11-05,27371
2086,1012195,2016-05-07,2016-10-29,45242
2087,1002538,2014-03-01,2014-12-06,32344
2088,1011900,2016-05-03,2016-10-25,47960
2089,1008852,2014-05-15,2014-10-16,55362
2090,1004561,2015-06-18,2015-10-01,61856
2091,1011901,2016-05-05,2016-10-06,14865
2092,1006269,2014-05-03,2014-08-30,20774
2093,1000008,2015-05-23,2015-11-01,81401
2094,1010172,2014-05-03,2014-09-06,22520
2095,1006304,2014-05-10,2014-10-18,80132
2096,1003822,2013-04-24,2013-10-30,27601
2097,1003159,2014-05-03,2014-10-25,55051
2098,1011674,2015-07-01,2015-10-01,87712
2099,1002743,2016-01-01,2016-12-31,94556
2100,1001592,2016-06-09,2016-10-27,13118
2101,1012482,2016-05-04,2016-10-19,97282
2102,1000192,2013-05-17,2013-10-25,43756
2103,1012017,2016-05-07,2016-09-24,46151
2104,1012640,2016-04-23,2016-06-20,35601
2105,1002744,2016-01-01,2016-12-31,94518
2106,1002796,2014-01-01,2014-12-31,25443
2107,1012560,2016-04-30,2016-10-29,28655
2108,1002844,2013-11-16,2014-04-05,26505
2109,1002845,2013-05-04,2013-11-02,26505
2110,1010263,2014-06-21,2014-10-31,54475
2111,1010972,2016-04-23,2016-12-17,10026
2112,1009670,2014-07-15,2014-10-28,69358
2113,1009033,2016-05-21,2016-09-24,61270
2114,1009872,2016-05-01,2016-10-31,37813
2115,1011000,2015-06-06,2015-10-17,60053
2116,1010410,2015-05-03,2015-11-22,22031
2117,1010346,2016-05-07,2016-10-29,83843
2118,1001206,2014-05-27,2014-09-30,83843
2119,1012078,2016-06-19,2016-09-25,97040
2120,1005559,2014-05-13,2014-10-14,54455
2121,1008622,2013-04-01,2013-11-23,64096
2122,1005258,2015-01-01,2015-12-31,96817
2123,1007236,2014-05-21,2014-09-10,21771
2124,1010025,2016-04-19,2016-10-25,27030
2125,1005499,2014-05-03,2014-10-25,61053
2126,1004494,2016-05-07,2016-11-19,48043
2127,1012274,2016-07-20,2016-09-21,48043
2128,1004304,2016-05-14,2016-08-27,28120
2129,1007276,2016-04-02,2016-12-17,20010
2130,1000073,2013-06-26,2013-11-27,10029
2131,1002673,2014-05-01,2014-10-09,52314
2132,1010276,2014-03-01,2014-11-01,75457
2133,1012161,2016-05-21,2016-10-15,98273
2134,1004370,2013-03-02,2013-11-30,75457
2135,1008623,2013-05-04,2013-10-26,65712
2136,1000585,2015-06-06,2016-10-29,21550
2137,1001006,2016-05-07,2016-10-29,65711
2138,1011869,2016-01-01,2016-12-31,85033
2139,1010758,2015-01-01,2015-12-31,95310
2140,1002745,2016-01-01,2016-12-31,94041
2141,1008624,2013-05-04,2013-09-28,65548
2142,1011858,2016-06-16,2016-08-25,99508
2143,1001844,2013-05-05,2013-07-14,88001
2144,1010474,2015-05-02,2015-10-17,87036
2145,1010822,2015-05-15,2015-09-15,99676
2146,1008744,2013-06-13,2013-10-31,15904
2147,1002818,2015-06-03,2015-10-28,15228
2148,1008464,2016-06-01,2016-09-01,19119
2149,1010072,2016-05-01,2016-10-31,37122
2150,1008110,2014-06-28,2014-11-15,10027
2151,1012461,2016-05-14,2016-10-08,52641
2152,1009673,2016-06-25,2016-10-08,48858
2153,1009052,2016-06-02,2016-10-27,48858
2154,1000428,2014-06-08,2014-10-19,60056
2155,1005092,2014-06-02,2014-10-13,96067
2156,1003251,2014-06-10,2014-09-09,47620
2157,1002533,2014-06-04,2014-09-24,98275
2158,1008203,2015-05-20,2015-10-14,53149
2159,1010316,2014-01-01,2014-12-31,31201
2160,1012725,2015-06-27,2015-09-26,99504
2161,1012761,2016-06-11,2016-10-29,47305
2162,1004283,2013-06-14,2013-10-11,60060
2163,1003760,2015-05-26,2015-10-06,49862
2164,1009024,2014-05-04,2014-09-28,46321
2165,1010048,2014-05-03,2014-10-25,62966
2166,1002615,2014-08-01,2014-11-01,84107
2167,1001319,2013-01-01,2013-12-31,92562
2168,1003190,2016-05-07,2016-10-29,52761
2169,1003189,2016-05-03,2016-10-25,52761
2170,1005497,2014-05-11,2014-10-26,10536
2171,1012224,2016-05-07,2016-12-01,49440
2172,1010766,2015-01-01,2015-12-31,33880
2173,1005540,2016-04-30,2016-10-29,83687
2174,1011535,2016-05-03,2016-10-29,94559
2175,1011979,2016-07-19,2016-09-27,43205
2176,1004877,2016-05-18,2016-10-26,93906
2177,1009953,2014-06-25,2014-10-08,44203
2178,1006641,2015-06-20,2015-10-17,54956
2179,1008453,2013-09-14,2013-12-14,92243
2180,1012630,2016-07-16,2016-09-24,54456
2181,1006327,2015-04-11,2015-11-21,22958
2182,1012148,2016-05-21,2016-10-01,97149
2183,1011093,2015-04-11,2015-11-21,95949
2184,1011095,2015-05-07,2015-10-29,95946
2185,1011094,2015-05-05,2015-10-27,95959
2186,1010137,2014-05-03,2016-10-01,64772
2187,1005489,2014-05-10,2014-10-25,47150
2188,1005527,2016-06-23,2016-09-08,43054
2189,1012235,2016-06-05,2016-10-16,48047
2190,1006535,2014-05-03,2014-10-25,53151
2191,1011296,2015-06-20,2015-09-12,45344
2192,1004705,2013-07-13,2013-11-23,11590
2193,1010860,2015-05-02,2015-10-31,17349
2194,1000701,2014-05-10,2014-11-22,19311
2195,1002787,2015-04-09,2015-11-19,37918
2196,1012775,2016-06-29,2016-09-28,46774
2197,1008638,2013-05-02,2013-09-26,63068
2198,1000298,2014-06-21,2014-10-04,55428
2199,1010526,2016-12-10,2017-03-11,54301
2200,1006957,2013-06-29,2013-10-05,56273
2201,1012708,2016-06-07,2016-09-27,20008
2202,1012707,2016-06-08,2016-08-31,20003
2203,1012703,2016-06-04,2016-11-19,20008
2204,1010958,2016-06-03,2016-11-18,10801
2205,1000083,2013-06-19,2013-11-27,10458
2206,1003755,2014-06-05,2014-10-16,14513
2207,1000292,2013-05-19,2013-10-27,13811
2208,1003592,2014-06-27,2014-08-29,49337
2209,1001596,2013-04-01,2013-07-31,32669
2210,1011172,2015-06-24,2015-10-21,14108
2211,1009914,2014-05-10,2014-10-25,97365
2212,1009990,2014-05-23,2014-10-17,72641
2213,1009991,2014-05-21,2014-10-15,72641
2214,1004917,2013-06-28,2013-10-18,24271
2215,1003208,2014-05-31,2014-10-25,13118
2216,1001412,2015-01-01,2015-12-31,93444
2217,1003840,2015-05-01,2015-10-16,52402
2218,1008055,2013-05-03,2013-09-27,85621
2219,1011101,2015-05-02,2015-10-31,37135
2220,1011956,2016-06-04,2016-08-13,30071
2221,1008008,2014-06-07,2014-10-25,68701
2222,1006734,2014-06-07,2014-09-30,68701
2223,1010140,2014-06-15,2014-09-28,98422
2224,1004266,2015-05-09,2015-11-07,16803
2225,1006138,2016-06-09,2016-08-25,98045
2226,1001025,2016-01-01,2016-12-31,94709
2227,1011954,2016-06-02,2016-10-27,14216
2228,1006836,2016-06-04,2016-10-15,63106
2229,1001595,2013-06-27,2013-10-03,12853
2230,1011943,2016-05-24,2016-10-31,44903
2231,1006468,2013-06-13,2013-09-12,12198
2232,1012747,2016-05-17,2016-10-28,50401
2233,1004592,2015-05-01,2015-10-30,64116
2234,1003578,2015-05-02,2015-10-31,46962
2235,1012120,2016-04-16,2016-12-17,43213
2236,1001059,2016-05-06,2016-10-28,29582
2237,1012441,2016-01-01,2016-12-31,92104
2238,1005629,2014-06-04,2015-09-24,97133
2239,1012277,2016-10-07,2017-04-28,34286
2240,1010512,2016-01-01,2016-12-31,92025
2241,1005980,2013-01-01,2013-12-31,85260
2242,1009884,2016-05-21,2016-10-15,17201
2243,1000500,2013-04-01,2013-12-31,20622
2244,1011303,2016-04-03,2016-11-20,22554
2245,1003180,2014-01-01,2014-12-31,14120
2246,1003739,2014-06-01,2014-10-26,44022
2247,1003742,2014-04-12,2014-12-20,44145
2248,1003744,2014-06-12,2014-10-02,44115
2249,1003746,2014-04-05,2014-12-20,44120
2250,1003740,2014-06-04,2014-10-15,44106
2251,1009628,2014-06-05,2014-10-02,44106
2252,1003745,2014-01-11,2014-03-22,44120
2253,1003694,2016-06-22,2016-10-19,60062
2254,1012525,2016-05-19,2016-09-29,64124
2255,1003325,2014-01-01,2014-12-31,30576
2256,1012105,2016-05-21,2016-10-29,48763
2257,1006665,2014-05-21,2014-11-01,48750
2258,1006780,2016-05-21,2016-10-22,55413
2259,1010755,2015-05-02,2015-10-28,99114
2260,1002120,2014-05-09,2014-10-31,55057
2261,1001377,2014-06-08,2014-10-26,80035
2262,1000392,2014-06-07,2014-11-22,11768
2263,1002764,2015-06-05,2015-09-11,49670
2264,1012003,2016-06-07,2016-09-27,11768
2265,1011812,2016-03-16,2016-10-26,91324
2266,1006750,2014-05-15,2014-10-08,45223
2267,1008530,2013-06-09,2013-10-20,53901
2268,1010939,2016-02-05,2016-12-24,44505
2269,1012245,2016-06-02,2016-10-13,48223
2270,1000866,2013-06-02,2013-09-29,53105
2271,1000611,2012-06-01,2012-10-31,44857
2272,1011253,2015-06-13,2015-09-26,81423
2273,1010393,2014-05-17,2014-10-25,74048
2274,1010277,2014-05-02,2014-11-07,75455
2275,1012238,2016-04-07,2016-11-23,10960
2276,1012244,2016-12-01,2017-03-30,10960
2277,1005093,2014-05-31,2015-10-03,60452
2278,1002103,2013-07-01,2013-09-30,66101
2279,1012714,2016-05-19,2016-09-29,98277
2280,1009617,2014-05-07,2014-11-19,22124
2281,1006869,2014-05-03,2014-10-25,95817
2282,1003749,2014-05-24,2014-10-25,60302
2283,1012463,2016-04-16,2016-11-23,37830
2284,1010496,2014-05-31,2014-09-27,28129
2285,1009061,2014-06-07,2014-10-25,48211
2286,1009062,2014-05-01,2014-12-31,48328
2287,1003280,2013-05-09,2013-10-24,28803
2288,1004175,2013-05-15,2013-11-27,19083
2289,1009932,2014-05-03,2014-10-25,44074
2290,1007773,2014-01-01,2014-12-31,70655
2291,1010453,2016-06-01,2016-08-31,27959
2292,1001545,2014-01-01,2014-12-31,34470
2293,1005049,2016-06-03,2016-10-28,95465
2294,1001839,2014-01-01,2014-12-31,92107
2295,1008193,2014-05-24,2014-08-30,98569
2296,1001895,2015-01-01,2015-12-01,39564
2297,1000880,2014-01-01,2014-12-01,92054
2298,1008012,2014-04-05,2014-11-29,30677
2299,1009655,2014-05-13,2014-09-30,30677
2300,1004926,2013-07-06,2013-10-26,69153
2301,1012024,2016-04-13,2016-11-16,28411
2302,1007775,2015-01-01,2015-12-31,30648
2303,1012773,2016-06-04,2016-10-29,43906
2304,1011906,2016-06-09,2016-10-20,43950
2305,1001271,2013-06-04,2013-10-15,97239
2306,1003669,2014-01-01,2014-12-31,93023
2307,1012728,2016-05-01,2016-10-01,98840
2308,1012729,2016-06-01,2016-10-01,98841
2309,1012759,2016-04-05,2016-09-27,62271
2310,1011841,2016-05-01,2016-10-01,74447
2311,1011533,2016-01-01,2016-12-31,92675
2312,1010831,2015-05-13,2015-10-31,62701
2313,1008092,2016-04-24,2016-10-30,68521
2314,1011298,2015-01-01,2015-12-31,90042
2315,1005519,2014-01-01,2015-12-01,92074
2316,1011336,2015-01-01,2015-12-31,22314
2317,1010042,2014-06-03,2014-10-28,95501
2318,1000913,2014-05-08,2014-08-28,29730
2319,1011066,2015-05-02,2015-10-17,67202
2320,1012591,2016-10-02,2017-05-28,92253
2321,1005611,2016-04-29,2016-12-17,97411
2322,1012793,2016-01-01,2016-12-31,91321
2323,1011931,2016-04-26,2016-10-26,74953
2324,1012191,2016-10-15,2017-05-27,85251
2325,1001320,2013-01-01,2013-12-31,92590
2326,1001712,2013-01-01,2013-12-31,92866
2327,1006409,2014-05-03,2014-09-30,71862
2328,1010865,2016-04-23,2016-11-19,28516
2329,1002402,2014-06-06,2014-10-31,60193
2330,1010925,2016-05-07,2016-10-22,63026
2331,1009954,2014-05-11,2014-11-02,20830
2332,1005312,2015-06-01,2015-11-01,19141
2333,1004811,2015-05-03,2015-10-18,68102
2334,1004813,2015-07-22,2015-08-26,68111
2335,1004812,2015-05-02,2015-10-17,68102
2336,1010047,2014-05-22,2014-10-02,54963
2337,1012286,2016-01-01,2016-12-31,89032
2338,1010726,2015-05-21,2015-10-21,56359
2339,1000235,2016-01-09,2016-10-29,13501
2340,1006856,2013-07-04,2013-09-26,61467
2341,1001034,2016-06-30,2016-10-13,54155
2342,1002631,2015-01-01,2015-12-31,13820
2343,1010006,2014-11-01,2014-12-20,13820
2344,1002632,2014-01-01,2014-12-31,13820
2345,1012511,2016-04-01,2016-09-27,28542
2346,1012692,2016-04-08,2016-09-29,28540
2347,1012693,2016-04-08,2016-10-29,28540
2348,1011106,2016-04-02,2016-10-31,37363
2349,1009063,2014-05-02,2014-10-24,49285
2350,1005042,2014-05-17,2014-10-25,47452
2351,1005043,2014-06-05,2014-09-25,47454
2352,1005041,2014-05-20,2014-09-30,47432
2353,1004354,2014-05-15,2014-10-02,95662
2354,1003310,2013-05-04,2013-11-23,98245
2355,1011819,2016-01-01,2016-12-31,85042
2356,1000326,2015-06-18,2015-10-08,59804
2357,1005598,2014-05-08,2014-10-30,14127
2358,1008468,2014-05-03,2014-10-25,97045
2359,1009688,2014-11-08,2015-04-18,97045
2360,1010548,2014-06-07,2014-10-25,53576
2361,1006647,2014-01-01,2014-12-01,28571
2362,1010816,2015-05-02,2015-10-31,48867
2363,1010067,2014-01-01,2014-12-31,95340
2364,1007389,2014-05-07,2014-12-10,95340
2365,1012392,2016-06-03,2016-09-16,60462
2366,1008576,2013-01-01,2013-12-31,32801
2367,1002477,2014-06-12,2014-10-30,14103
2368,1002476,2014-06-07,2014-11-01,14411
2369,1008360,2014-01-01,2014-12-31,32174
