,FMID,start,end,zip
607,1002895,2013-05-31,2013-08-30,95425
608,1002808,2015-06-04,2015-09-24,21244
609,1001390,2015-05-03,2015-11-22,19711
610,1000325,2012-05-01,2012-12-31,94044
611,1009041,2015-05-26,2015-10-20,48108
612,1010515,2016-10-06,2017-04-27,33928
613,1008764,2013-04-13,2013-10-26,65109
614,1001876,2014-05-01,2014-10-31,45224
615,1011528,2015-06-04,2015-10-29,50613
616,1011495,2015-01-01,2015-12-31,94403
617,1008162,2014-01-01,2014-12-31,34112
618,1003470,2013-05-16,2013-10-17,38017
619,1010977,2015-06-04,2015-08-27,22443
620,1009656,2016-06-15,2016-10-12,80903
621,1000210,2016-06-11,2016-10-08,80919
622,1004166,2016-05-04,2016-10-12,98118
623,1012373,2016-05-19,2016-09-22,59912
624,1000794,2016-05-05,2016-10-27,65203
625,1000795,2016-11-05,2017-03-25,65203
626,1011118,2015-04-04,2015-10-31,65203
627,1010062,2014-06-07,2014-10-25,38401
628,1011224,2016-04-16,2016-12-17,20010
629,1008316,2015-05-03,2015-11-22,22204
630,1006705,2013-06-01,2013-09-28,47201
631,1005087,2016-05-14,2016-12-10,28472
632,1010010,2014-05-03,2014-10-25,68601
633,1003996,2014-04-12,2014-11-22,28722
634,1012035,2016-07-21,2016-09-08,59019
635,1003893,2015-05-08,2015-10-09,52738
636,1011003,2015-04-01,2015-11-01,76240
637,1010964,2015-05-17,2015-11-29,19130
638,1012754,2016-10-08,2017-04-29,34110
639,1003272,2013-06-02,2013-11-24,29169
640,1012415,2016-01-01,2016-12-31,42101
641,1008708,2014-04-03,2014-10-09,40461
642,1012132,2016-01-01,2016-12-31,85726
643,1009853,2014-05-17,2014-12-20,24060
644,1010233,2014-05-29,2014-10-30,90220
645,1007317,2014-06-15,2014-10-26,11224
646,1010773,2016-06-11,2016-09-10,80433
647,1003308,2013-04-27,2013-10-26,28613
648,1012030,2016-05-07,2016-10-29,29526
649,1008705,2013-05-11,2013-11-02,72032
650,1009865,2014-05-03,2014-05-24,72032
651,1008480,2013-01-01,2013-12-31,72034
652,1007697,2013-05-26,2013-11-24,11211
653,1010400,2014-01-01,2014-12-31,38104
654,1002967,2015-05-02,2015-08-29,13326
655,1006766,2016-05-04,2016-10-26,97420
656,1012194,2016-05-01,2016-10-01,12529
657,1012265,2016-05-26,2016-10-06,44321
658,1000158,2015-04-04,2016-11-30,75019
659,1007004,2014-01-01,2014-12-31,76522
660,1006525,2016-05-02,2016-10-03,52241
661,1009614,2014-01-05,2014-05-25,33706
662,1005779,2013-10-06,2014-05-25,33706
663,1010366,2014-01-01,2014-12-31,17552
664,1012309,2016-05-16,2016-10-10,86325
665,1012535,2016-05-01,2016-10-31,12518
666,1000088,2013-07-05,2013-11-22,11368
667,1001318,2013-01-01,2013-12-31,92878
668,1003859,2014-01-01,2014-12-01,92118
669,1009650,2014-01-01,2014-12-31,78401
670,1012666,2016-01-01,2016-12-31,78401
671,1003758,2015-01-01,2015-12-31,78413
672,1012808,2016-09-14,2017-04-15,85375
673,1008959,2016-06-04,2016-10-29,81321
674,1009760,2016-04-16,2016-11-23,97330
675,1000236,2017-01-14,2017-04-08,97333
676,1003752,2013-05-04,2013-10-26,43812
677,1005600,2015-01-01,2015-12-31,92626
678,1003346,2013-06-06,2013-08-29,94931
679,1008398,2014-05-21,2014-10-15,97424
680,1010975,2015-03-25,2015-12-30,36311
681,1004382,2016-05-05,2016-09-29,66044
682,1005715,2016-04-16,2016-10-29,30117
683,1007280,2013-06-19,2013-10-30,61821
684,1010810,2015-05-01,2015-10-01,57501
685,1000868,2015-01-01,2015-12-31,42459
686,1000368,2014-06-19,2014-10-02,54812
687,1011866,2016-05-19,2016-09-29,44303
688,1011868,2016-05-07,2016-10-29,44264
689,1004748,2015-11-07,2016-04-23,44333
690,1012713,2016-04-02,2016-10-08,98239
691,1001845,2013-10-05,2014-06-07,70532
692,1001981,2013-05-18,2013-10-19,24426
693,1012036,2016-05-24,2016-10-25,28734
694,1011769,2016-05-25,2016-09-28,12051
695,1006230,2012-04-01,2012-10-31,65010
696,1009993,2014-06-25,2014-10-29,69130
697,1005007,2015-04-18,2015-10-31,47933
698,1011595,2015-06-01,2015-09-03,27263
699,1009841,2014-01-01,2014-12-31,70560
700,1000264,2016-01-01,2016-12-31,70119
701,1000263,2016-01-01,2016-12-31,70118
702,1012106,2016-01-01,2016-07-13,70116
703,1000265,2016-01-01,2016-12-31,70130
704,1000262,2014-05-06,2014-10-28,97426
705,1011390,2015-05-01,2015-10-01,63141
706,1008650,2014-08-01,2014-08-31,60654
707,1008666,2014-03-31,2015-03-31,60654
708,1012748,2016-05-11,2016-10-26,21114
709,1010419,2014-05-17,2014-09-13,29436
710,1007226,2016-05-14,2016-11-05,72396
711,1011771,2016-06-01,2016-09-28,53528
712,1010987,2015-01-01,2015-12-31,71635
713,1005184,2014-05-24,2014-10-11,49677
714,1005469,2014-05-27,2014-10-07,98008
715,1006650,2013-05-01,2014-05-01,11565
716,1004055,2012-06-01,2012-10-31,11701
717,1012365,2016-06-01,2016-11-16,20912
718,1008846,2013-07-20,2013-11-09,38614
719,1010953,2016-05-08,2016-11-20,10520
720,1010708,2015-05-06,2015-10-28,63019
721,1001869,2016-06-04,2016-10-15,60014
722,1002293,2013-01-01,2013-12-31,48461
723,1012074,2016-01-01,2016-12-31,94607
724,1003606,2016-05-07,2016-10-29,63379
725,1003892,2014-07-05,2014-09-27,11691
726,1002821,2014-07-26,2014-09-27,54829
727,1011893,2016-05-07,2016-10-29,46229
728,1012001,2016-06-08,2016-10-12,47201
729,1001426,2014-06-07,2014-10-11,57730
730,1009889,2014-06-20,2014-10-03,44223
731,1006504,2015-05-02,2015-09-26,41031
732,1004723,2013-05-08,2013-10-30,29102
733,1008921,2013-07-12,2013-11-22,11207
734,1000069,2013-01-01,2013-12-31,10017
735,1004545,2014-05-03,2014-10-11,30533
736,1010752,2014-11-08,2015-03-28,60060
737,1001717,2014-04-06,2014-12-07,22193
738,1005871,2013-06-06,2013-07-25,36322
739,1002514,2013-07-05,2013-09-27,54733
740,1002739,2016-01-01,2016-12-31,94015
741,1001594,2014-05-24,2014-10-25,37725
742,1005176,2016-11-19,2016-12-31,53703
743,1005177,2016-04-20,2016-11-09,53703
744,1005175,2017-01-07,2017-04-15,53703
745,1005178,2016-04-16,2016-11-12,53701
746,1003908,2015-05-09,2015-09-12,46122
747,1010818,2015-05-02,2015-10-31,24541
748,1004993,2016-05-01,2016-10-25,59829
749,1009648,2014-06-11,2014-10-08,60561
750,1008435,2013-06-27,2013-10-03,68335
751,1004156,2015-05-02,2015-10-31,52806
752,1001883,2013-05-18,2013-10-19,52537
753,1009868,2014-01-01,2014-12-31,95616
754,1003563,2013-07-03,2013-09-28,30534
755,1012254,2016-06-30,2016-10-13,56232
756,1003500,2016-04-01,2016-10-01,37321
757,1008492,2014-06-12,2014-09-25,89403
758,1011946,2016-01-01,2016-12-31,32114
759,1010622,2014-05-03,2014-10-25,63020
760,1001317,2014-07-03,2014-10-30,20751
761,1012495,2016-01-01,2016-12-31,30030
762,1012303,2016-08-13,2016-09-17,59722
763,1003098,2015-06-13,2015-10-10,60015
764,1012296,2016-05-24,2016-10-26,53532
765,1011103,2015-06-04,2015-09-24,60115
766,1002536,2014-05-11,2014-10-26,93940
767,1008571,2013-01-01,2013-12-31,22301
768,1008057,2014-05-07,2014-10-29,67213
769,1005210,2014-06-05,2014-09-25,53115
770,1010264,2014-05-01,2014-09-01,19806
771,1011731,2015-01-01,2015-12-31,13753
772,1010841,2016-03-05,2016-12-03,70528
773,1001356,2014-06-04,2014-09-24,13753
774,1003126,2014-01-01,2014-12-31,95678
775,1009013,2013-04-06,2013-11-30,76201
776,1004069,2014-01-01,2014-12-31,80223
777,1004257,2016-08-18,2016-09-15,13754
778,1009667,2014-05-01,2014-10-31,65270
779,1011827,2016-05-14,2016-10-29,37743
780,1012122,2016-06-07,2016-10-25,62924
781,1000917,2013-05-11,2013-06-29,71032
782,1011529,2015-07-12,2015-12-27,85004
783,1003628,2014-05-03,2014-10-25,48130
784,1002740,2016-01-01,2016-12-31,94598
785,1008546,2016-05-01,2016-11-20,19147
786,1010066,2016-06-18,2016-09-24,37055
787,1010129,2014-06-28,2014-09-27,59725
788,1012662,2016-05-21,2016-10-08,17019
789,1001815,2015-06-04,2015-10-29,48821
790,1011426,2015-01-01,2015-12-31,94117
791,1004459,2014-06-05,2014-09-04,21401
792,1010026,2016-04-21,2016-10-27,27017
793,1012462,2016-05-14,2016-10-29,53533
794,1012333,2016-04-23,2016-10-22,72114
795,1005692,2014-05-17,2014-10-25,13329
796,1008532,2013-04-06,2013-10-26,65760
797,1000300,2013-06-04,2013-09-24,49007
798,1010834,2015-03-14,2015-12-05,40205
799,1010893,2015-04-15,2015-11-11,30135
800,1003046,2015-05-01,2015-10-21,53118
801,1010809,2015-06-03,2015-09-30,61736
802,1009043,2015-06-05,2015-10-30,48101
803,1010455,2016-01-01,2016-12-31,92805
804,1000432,2016-11-01,2017-05-27,54911
805,1008815,2013-01-01,2013-12-31,76010
806,1004124,2015-06-04,2015-10-22,48708
807,1005160,2016-05-04,2016-10-26,29902
808,1012298,2016-05-18,2016-10-26,15522
809,1003643,2016-05-07,2016-10-29,53511
810,1001026,2014-01-01,2014-12-31,94704
811,1012323,2016-05-07,2016-10-29,61701
812,1012331,2016-11-19,2017-04-15,61701
813,1004524,2014-05-21,2014-10-15,43402
814,1000769,2013-05-02,2013-10-31,53105
815,1010230,2014-07-15,2014-09-16,82601
816,1006427,2014-04-03,2014-09-25,95928
817,1010837,2015-01-01,2015-12-31,44115
818,1012519,2016-05-07,2016-08-27,30720
819,1002641,2014-05-17,2014-10-04,61832
820,1000841,2013-04-27,2013-10-26,75020
821,1001616,2013-05-11,2013-10-19,60515
822,1012192,2016-07-07,2016-08-25,92020
823,1003413,2016-06-02,2016-10-06,60120
824,1010769,2015-05-09,2015-11-07,60201
825,1008853,2014-05-16,2014-09-26,47713
826,1010080,2014-05-03,2014-10-25,99362
827,1002400,2016-05-21,2016-10-29,42071
828,1006820,2016-05-04,2016-10-26,52776
829,1003759,2015-05-09,2015-10-31,84770
830,1010854,2015-07-14,2015-09-29,55802
831,1012608,2016-05-07,2016-09-24,50309
832,1006081,2014-01-01,2014-12-31,34950
833,1011952,2016-04-09,2016-11-19,77901
834,1012243,2016-05-14,2016-10-29,54935
835,1012256,2016-06-01,2016-10-26,54935
836,1005420,2013-05-31,2013-10-04,30501
837,1010525,2016-05-28,2016-10-29,54301
838,1008125,2015-06-06,2015-10-10,45331
839,1008778,2013-04-06,2013-11-02,28601
840,1003252,2013-06-04,2013-11-02,49201
841,1008690,2015-06-04,2015-10-29,14701
842,1008415,2014-06-14,2014-10-18,54130
843,1006384,2014-04-05,2014-11-29,64063
844,1001047,2015-06-11,2015-08-27,95648
845,1009757,2014-05-13,2014-09-30,39110
846,1010225,2014-05-03,2014-05-31,49525
847,1010780,2016-05-21,2016-12-17,49855
848,1011155,2015-06-07,2015-08-30,80542
849,1001301,2013-05-07,2013-10-15,53562
850,1002546,2014-06-07,2014-10-25,10940
851,1003977,2013-06-01,2013-10-31,72112
852,1008384,2014-05-06,2014-09-30,94947
853,1000070,2013-01-01,2013-12-31,10271
854,1005804,2014-06-13,2014-10-03,49770
855,1010825,2015-05-16,2015-09-26,28134
856,1011222,2015-07-09,2015-09-24,44266
857,1007319,2013-05-04,2013-10-26,48307
858,1011776,2016-04-30,2016-10-29,72756
859,1012232,2016-05-27,2016-10-31,48601
860,1001131,2016-05-07,2016-12-17,63801
861,1012572,2016-04-15,2016-09-15,24589
862,1011035,2015-06-06,2015-11-28,31791
863,1000550,2014-06-10,2014-10-14,13202
864,1010998,2015-06-06,2015-10-31,47807
865,1004326,2013-05-18,2013-10-12,31794
866,1009974,2014-04-12,2014-11-01,66618
867,1000723,2013-05-04,2013-10-26,95376
868,1008154,2013-06-22,2013-09-21,45373
869,1000171,2013-05-04,2013-10-19,31601
870,1012390,2016-04-16,2016-10-29,75165
871,1010301,2014-06-07,2014-10-25,53095
872,1011876,2016-05-07,2016-10-08,76301
873,1000675,2013-05-07,2013-10-29,48197
874,1008537,2013-05-07,2013-09-24,65401
875,1008646,2013-01-01,2013-12-31,32819
876,1012678,2016-05-18,2016-10-26,50311
877,1004980,2016-04-16,2016-10-01,80526
878,1010060,2014-06-28,2014-11-01,38225
879,1012665,2016-01-01,2016-12-31,78620
880,1004676,2016-06-01,2016-09-28,21217
881,1009977,2016-05-04,2016-09-28,43017
882,1006451,2015-07-09,2015-09-24,82513
883,1005197,2016-05-07,2016-10-29,52001
884,1004485,2013-11-02,2014-04-26,52001
885,1010872,2015-04-24,2015-09-25,27708
886,1009697,2014-05-06,2014-09-30,27704
887,1001873,2014-04-08,2014-09-30,27710
888,1008158,2013-07-05,2013-11-25,48210
889,1010851,2015-05-02,2015-10-31,55810
890,1012101,2016-06-08,2016-11-16,11201
891,1012250,2016-05-15,2016-10-16,48131
892,1011190,2016-06-15,2016-09-28,14048
893,1010629,2015-05-09,2015-10-31,81301
894,1000312,2016-04-02,2016-11-19,27701
895,1011986,2016-04-16,2016-10-29,27701
896,1005283,2013-05-18,2013-10-26,68305
897,1012345,2016-05-05,2016-10-13,98019
898,1003849,2015-05-14,2015-10-08,52040
899,1005953,2015-06-03,2015-09-30,55121
900,1005920,2014-01-01,2014-12-31,81650
901,1005727,2014-05-01,2014-10-09,22936
902,1004475,2013-04-06,2013-10-05,29640
903,1008056,2016-03-31,2016-12-22,30316
904,1000807,2014-05-02,2015-11-25,14052
905,1012086,2016-11-08,2017-04-11,19966
906,1011673,2015-01-01,2015-12-31,77003
907,1008544,2014-05-24,2014-11-22,19129
908,1012383,2016-05-27,2016-09-02,11963
909,1010104,2016-06-01,2016-10-26,14850
910,1010734,2016-01-01,2016-12-31,90027
911,1010847,2015-05-14,2015-10-29,49727
912,1002933,2014-04-15,2014-10-28,30317
913,1006684,2015-05-02,2015-10-10,35206
914,1012255,2016-06-05,2016-10-30,48823
915,1002993,2013-01-01,2013-12-31,90022
916,1008271,2015-05-01,2015-09-30,90022
917,1012615,2016-06-25,2016-11-26,11207
918,1005342,2014-04-09,2014-12-17,94303
919,1012717,2016-01-01,2016-12-31,30344
920,1009904,2014-05-03,2014-07-26,75702
921,1006338,2014-04-11,2014-11-14,37919
922,1003103,2015-05-02,2015-10-31,57105
923,1003175,2014-05-17,2014-08-30,36117
924,1008871,2015-01-01,2015-12-31,48207
925,1001624,2016-01-01,2016-12-31,20003
926,1009934,2014-06-05,2014-08-28,43219
927,1009867,2014-05-03,2014-11-22,18042
928,1006929,2013-06-26,2013-10-30,21224
929,1000855,2013-05-11,2013-10-26,48021
930,1000127,2013-06-07,2013-09-27,48215
931,1012730,2016-04-19,2016-12-20,53703
932,1012175,2016-06-10,2016-10-21,14901
933,1010505,2014-05-10,2014-09-27,45320
934,1012227,2016-05-20,2016-10-21,48827
935,1001570,2014-05-03,2014-05-31,54701
936,1010019,2015-01-01,2015-12-31,90026
937,1008780,2014-05-31,2014-10-11,60609
938,1012783,2016-04-23,2016-12-17,27932
939,1011540,2015-06-13,2015-10-17,60660
940,1001660,2015-05-14,2015-10-15,21040
941,1001659,2011-05-01,2011-10-31,21040
942,1008798,2013-05-18,2013-10-12,43035
943,1008799,2013-05-23,2013-10-10,43214
944,1012160,2016-06-18,2016-10-01,98020
945,1000003,2014-05-31,2014-10-31,48829
946,1001298,2014-06-14,2014-09-13,81632
947,1012133,2016-06-04,2016-10-15,45205
948,1012664,2016-01-01,2016-12-31,78040
949,1012606,2016-04-16,2016-10-29,71730
950,1003777,2014-06-05,2014-09-25,95762
951,1012369,2016-06-07,2016-10-25,53713
952,1008259,2014-01-01,2014-12-20,79901
953,1003582,2013-06-15,2013-09-28,73036
954,1012294,2016-04-02,2016-10-29,28580
955,1005446,2016-05-19,2016-10-13,49628
956,1008541,2013-04-06,2013-09-28,65026
957,1012634,2016-05-12,2016-10-13,50627
958,1010508,2014-06-12,2014-09-25,60634
959,1006759,2016-05-06,2016-10-28,61028
960,1006377,2013-06-15,2013-09-28,80107
961,1011922,2016-06-04,2016-10-15,60007
962,1002009,2016-04-16,2016-10-29,28621
963,1003120,2013-05-04,2013-10-26,26241
964,1004263,2013-05-11,2013-10-12,29826
965,1003732,2013-06-01,2013-10-19,56026
966,1010343,2014-06-07,2014-09-27,47429
967,1009045,2014-06-01,2014-10-31,49729
968,1006809,2014-07-29,2014-09-30,54011
969,1005709,2014-06-07,2014-10-18,16117
970,1000089,2013-06-04,2013-11-26,11373
971,1003826,2016-05-07,2016-11-26,14222
972,1008449,2014-05-27,2014-09-30,55731
973,1002052,2014-08-23,2014-09-27,89301
974,1010234,2016-06-03,2016-09-30,99205
975,1007710,2013-06-14,2013-09-27,21727
976,1012567,2016-01-01,2016-12-31,30322
977,1002769,2015-06-20,2015-09-12,49630
978,1004719,2015-05-02,2015-10-31,66801
979,1012045,2016-01-01,2016-12-31,91406
980,1012313,2016-06-01,2016-09-07,59729
981,1012071,2016-04-02,2016-10-29,75119
982,1009946,2014-01-01,2014-12-31,36330
983,1011260,2015-06-20,2015-09-26,84726
984,1006678,2014-06-09,2014-10-27,87532
985,1005682,2013-06-08,2013-10-12,51334
986,1012809,2016-09-17,2017-04-15,85338
987,1011981,2016-06-03,2016-10-07,44123
988,1010933,2015-01-01,2015-12-31,66025
989,1006618,2013-05-25,2013-08-31,74432
990,1012315,2016-05-04,2016-09-14,59917
991,1000410,2014-04-17,2014-11-27,72632
992,1008261,2014-03-20,2014-10-30,30809
993,1002729,2014-05-28,2014-10-15,50707
994,1010195,2016-06-11,2016-10-08,49631
995,1005710,2015-06-04,2015-10-29,21701
996,1003357,2016-05-08,2016-10-16,98201
997,1001957,2015-06-02,2015-09-29,80435
998,1005267,2015-01-01,2015-12-31,96706
999,1004875,2013-05-21,2013-10-08,55934
1000,1012801,2016-04-05,2016-10-25,30080
1001,1001549,2014-04-16,2014-09-24,65648
1002,1000199,2014-06-02,2014-09-08,99701
1003,1012685,2016-06-03,2016-08-26,30213
1004,1008385,2015-04-29,2015-09-30,94930
1005,1008311,2016-05-14,2016-10-29,22030
1006,1004130,2014-06-01,2014-08-01,52556
1007,1010944,2015-04-19,2015-11-22,22206
1008,1012237,2016-06-07,2016-10-25,26554
1009,1012242,2016-06-02,2016-10-27,26554
1010,1005320,2015-06-01,2015-11-01,19130
1011,1001296,2015-05-02,2016-11-19,14450
1012,1002043,2014-04-04,2014-10-30,97220
1013,1011218,2015-07-09,2015-09-03,14608
1014,1011905,2016-06-04,2016-10-29,14733
1015,1003364,2013-01-04,2013-12-27,92028
1016,1009705,2016-05-05,2016-09-29,68521
1017,1010174,2014-01-01,2014-12-31,22046
1018,1010889,2015-05-02,2015-10-31,57101
1019,1008076,2014-05-01,2014-10-31,95945
1020,1010059,2014-06-05,2014-08-28,38138
1021,1009026,2013-11-02,2014-04-26,46278
1022,1010879,2015-06-01,2015-09-28,14620
1023,1010878,2015-06-01,2015-10-01,14608
1024,1010138,2014-05-28,2014-10-15,64078
1025,1012724,2016-06-10,2016-10-28,26260
1026,1008078,2013-01-01,2013-12-31,78259
1027,1000173,2013-06-06,2013-10-03,53189
1028,1006075,2013-05-23,2013-10-31,17036
1029,1002522,2015-04-01,2015-11-28,62906
1030,1008941,2014-05-31,2014-10-18,80102
1031,1003097,2013-05-31,2013-10-18,48124
1032,1000283,2013-05-11,2013-11-23,15222
1033,1011718,2016-06-01,2016-09-01,99669
1034,1012521,2016-05-01,2016-09-30,22902
1035,1011715,2016-07-07,2016-10-06,58078
1036,1001282,2015-05-30,2015-09-12,50466
1037,1011178,2015-01-01,2015-12-31,20622
1038,1008278,2014-06-04,2014-09-24,28609
1039,1008265,2014-01-01,2014-04-27,94574
1040,1012005,2016-01-01,2016-12-31,21029
1041,1010202,2014-07-02,2014-09-24,24368
1042,1012767,2016-06-08,2016-09-21,60540
1043,1011102,2015-05-16,2015-10-31,37013
1044,1005811,2014-05-01,2014-10-01,40069
1045,1001247,2016-05-07,2016-07-02,46140
1046,1011262,2015-05-30,2015-10-17,67901
1047,1010414,2015-05-02,2015-10-10,27540
1048,1005069,2015-01-01,2015-12-31,29910
1049,1005159,2014-01-01,2014-12-31,65804
1050,1011817,2016-06-25,2016-09-17,84401
1051,1010320,2016-01-01,2016-12-31,77494
1052,1011157,2015-04-01,2015-10-01,42728
1053,1012341,2016-05-19,2016-10-31,55912
1054,1010166,2014-04-05,2014-09-27,23226
1055,1012220,2016-07-28,2016-09-22,48933
1056,1012697,2016-05-04,2016-10-26,17013
1057,1010456,2016-05-01,2016-10-31,92805
1058,1010134,2014-01-01,2014-12-31,88005
1059,1011919,2016-06-01,2016-10-12,43952
1060,1005655,2014-05-10,2014-10-25,62656
1061,1010823,2015-04-01,2015-11-17,28411
1062,1004137,2014-04-23,2014-10-29,38117
1063,1001585,2013-06-04,2013-10-29,21702
1064,1010802,2015-04-07,2015-10-27,24523
1065,1011395,2015-05-01,2015-10-01,65020
1066,1004129,2016-05-18,2016-10-26,49783
1067,1012178,2016-06-01,2016-09-28,54304
1068,1011209,2015-05-31,2015-11-22,11735
1069,1005124,2013-05-04,2013-11-09,48336
1070,1001405,2014-04-12,2014-10-29,63640
1071,1004131,2014-06-20,2014-09-26,52626
1072,1005213,2014-04-01,2014-09-06,27028
1073,1003672,2016-06-09,2016-09-29,55024
1074,1010554,2014-01-01,2014-12-31,17078
1075,1012107,2016-04-23,2016-10-29,23901
1076,1004715,2014-06-20,2015-09-26,48622
1077,1001187,2013-06-25,2013-10-22,25901
1078,1002776,2016-05-14,2016-10-26,43160
1079,1001188,2013-05-11,2013-11-30,25840
1080,1012061,2016-04-02,2016-10-29,72701
1081,1010426,2014-01-01,2014-12-31,28301
1082,1011668,2015-06-04,2015-10-15,13066
1083,1010830,2015-02-07,2015-04-01,32084
1084,1012627,2016-04-05,2016-11-22,27312
1085,1011729,2015-10-24,2015-12-19,21230
1086,1005743,2016-05-07,2016-10-29,98003
1087,1010139,2014-07-09,2014-09-24,98003
1088,1005037,2016-01-01,2016-12-31,15370
1089,1010518,2015-01-05,2015-03-09,33913
1090,1008552,2013-11-16,2014-04-19,63135
1091,1008226,2016-01-01,2016-12-31,32034
1092,1008868,2014-06-05,2014-08-14,89408
1093,1011656,2015-01-01,2015-12-31,94111
1094,1003080,2012-04-01,2012-10-31,35056
1095,1012308,2016-07-09,2016-10-08,12043
1096,1007239,2014-06-01,2014-10-26,54701
1097,1012142,2016-06-03,2016-09-23,98424
1098,1010224,2014-05-24,2014-10-18,49633
1099,1012599,2016-06-11,2016-10-08,44882
1100,1010317,2014-06-28,2014-08-30,62534
1101,1008135,2013-01-01,2013-12-31,45202
1102,1003146,2014-06-12,2014-10-30,80922
1103,1008116,2013-06-19,2013-09-11,44118
1104,1005413,2014-05-01,2014-10-30,53711
1105,1005297,2015-01-01,2015-12-31,19146
1106,1003782,2013-06-15,2013-10-12,53012
1107,1001752,2013-01-01,2013-12-31,23504
1108,1009722,2014-01-01,2014-12-31,29115
1109,1009723,2014-05-01,2014-12-31,29172
1110,1012843,2017-05-01,2017-10-15,86001
1111,1010437,2014-05-01,2014-12-01,27127
1112,1008024,2014-01-01,2014-12-31,48502
1113,1004709,2014-05-31,2014-10-04,59833
1114,1003116,2014-06-05,2014-10-02,81226
1115,1008244,2014-06-01,2014-09-28,68112
1116,1012451,2016-06-14,2016-10-25,10921
1117,1005082,2014-06-13,2014-10-17,60422
1118,1003492,2016-05-28,2016-10-01,41653
1119,1012590,2016-05-14,2016-11-19,24091
1120,1003222,2014-04-01,2014-10-28,22963
1121,1011530,2015-01-01,2016-12-01,92335
1122,1011531,2015-01-01,2016-12-01,92335
1123,1012020,2016-06-21,2016-09-27,82601
1124,1012285,2016-06-03,2016-09-30,89406
1125,1011842,2016-01-01,2016-12-31,85724
1126,1011848,2016-01-01,2016-04-30,85721
1127,1011845,2016-01-01,2016-12-31,85701
1128,1011144,2016-01-01,2016-12-31,85741
1129,1011847,2016-01-01,2016-04-30,85712
1130,1011849,2016-01-01,2016-12-31,85629
1131,1011142,2016-04-17,2016-10-09,85718
1132,1006152,2014-06-25,2014-09-03,14604
1133,1012239,2016-01-01,2016-12-31,28152
1134,1002382,2016-04-27,2016-10-26,29204
1135,1003808,2014-05-31,2014-09-27,45843
1136,1000958,2016-04-29,2016-10-29,24551
1137,1003332,2014-05-07,2014-09-10,97116
1138,1008916,2013-04-07,2013-12-29,11375
1139,1002803,2013-04-16,2013-10-29,22911
1140,1010427,2015-05-01,2015-10-30,31029
1141,1001648,2016-01-02,2016-12-17,31401
1142,1003299,2014-05-07,2014-10-29,95437
1143,1011136,2015-05-03,2015-11-15,80525
1144,1000058,2013-01-01,2013-12-31,11205
1145,1002741,2016-01-01,2016-12-31,94123
1146,1000734,2012-05-01,2012-10-31,66701
1147,1012842,2016-01-01,2016-12-31,72901
1148,1010160,2014-04-05,2014-09-06,41075
1149,1002838,2014-05-07,2014-10-29,41075
1150,1010159,2014-05-30,2014-10-31,41075
1151,1008067,2016-05-19,2016-09-29,46040
1152,1002091,2013-05-25,2013-10-05,56542
1153,1000757,2015-05-01,2015-09-01,44830
1154,1002901,2014-06-02,2014-09-30,80817
1155,1008457,2016-05-18,2016-11-23,19147
1156,1001037,2013-06-01,2013-09-28,29644
1157,1011739,2015-01-01,2015-12-31,22305
1158,1011779,2016-01-01,2016-12-31,80033
1159,1012681,2016-06-18,2016-10-15,53217
1160,1002880,2016-05-14,2016-10-15,48734
1161,1005303,2015-06-01,2015-11-15,19124
1162,1005988,2014-04-27,2014-10-26,60423
1163,1007247,2014-06-07,2014-10-25,46041
1164,1001597,2014-05-09,2014-10-17,50441
1165,1008756,2013-04-13,2013-11-23,40601
1166,1000371,2014-01-01,2014-12-31,70538
1167,1011256,2015-05-09,2015-10-03,46131
1168,1011098,2015-05-02,2015-10-31,37064
1169,1010770,2016-06-01,2016-09-07,43203
1170,1011664,2015-06-20,2015-09-19,47710
1171,1004223,2014-05-15,2014-10-31,42134
1172,1008093,2014-05-21,2014-10-29,14737
1173,1010989,2016-01-01,2016-12-31,47112
1174,1000970,2014-07-19,2014-10-25,54837
1175,1008272,2015-05-17,2015-10-25,21701
1176,1010115,2014-06-05,2014-09-25,80530
1177,1006031,2016-04-16,2016-10-29,22401
1178,1011191,2015-05-16,2015-10-31,14063
1179,1011192,2015-11-07,2016-05-14,14063
1180,1000184,2013-05-22,2013-10-23,20744
1181,1012429,2016-03-05,2016-12-17,30307
1182,1011816,2016-07-09,2016-11-19,94609
1183,1012252,2016-05-18,2016-09-28,64804
1184,1001599,2016-07-09,2016-10-29,11520
1185,1012645,2016-01-01,2016-12-31,52805
1186,1007678,2013-06-29,2013-10-12,49412
1187,1010928,2015-01-01,2015-12-31,70151
1188,1010457,2016-01-01,2016-12-31,32301
1189,1012349,2016-05-19,2016-09-29,16142
1190,1002912,2013-06-05,2013-09-25,66018
1191,1008170,2014-06-14,2014-09-20,56623
1192,1000820,2014-01-05,2014-12-21,89123
1193,1000819,2014-01-04,2014-12-20,89145
1194,1008595,2014-04-11,2014-08-29,93721
1195,1009706,2016-06-17,2016-09-23,98208
1196,1003418,2013-09-06,2014-06-27,32960
1197,1011730,2015-01-01,2015-12-31,77546
1198,1010955,2015-05-02,2015-10-17,75034
1199,1010765,2015-05-02,2015-10-31,22630
1200,1012762,2016-05-23,2016-10-31,21532
1201,1011181,2015-05-02,2015-10-31,44070
1202,1006245,2014-06-28,2014-09-20,81521
1203,1004614,2012-01-01,2012-12-31,94601
1204,1000071,2013-06-04,2013-11-26,10032
1205,1010804,2015-06-18,2015-09-17,46802
