,FMID,zip,mon_start,mon_end,tue_start,tue_end,wed_start,wed_end,thu_start,thu_end,fri_start,fri_end,sat_start,sat_end,sun_start,sun_end
2158,1003629,83706,,,,,,,,,,,,,10:00:00-07:00,14:00:00-07:00
2159,1008544,19129,,,,,,,,,,,10:00:00-05:00,14:00:00-05:00,,
2160,1002854,19380,,,,,,,15:00:00-05:00,15:00:00-05:00,,,,,,
2163,1012383,11963,,,,,,,,,09:00:00-05:00,13:00:00-05:00,,,,
2168,1010104,14850,,,,,16:00:00-05:00,19:00:00-05:00,,,,,,,,
2169,1010734,90027,,,,,,,15:30:00-08:00,19:30:00-08:00,,,,,,
2172,1010847,49727,,,,,,,09:00:00-05:00,13:00:00-05:00,,,,,,
2173,1002933,30317,,,16:00:00-05:00,20:30:00-05:00,,,,,,,,,,
2174,1006684,35206,,,,,,,,,,,08:00:00-06:00,12:00:00-06:00,,
2176,1012255,48823,,,,,,,,,,,,,10:00:00-05:00,14:00:00-05:00
2177,1002993,90022,,,,,,,,,,,09:00:00-08:00,14:00:00-08:00,,
2178,1008271,90022,,,,,10:00:00-08:00,15:00:00-08:00,,,,,,,,
2180,1001475,61244,,,,,08:00:00-06:00,12:00:00-06:00,,,,,08:00:00-06:00,12:00:00-06:00,,
2182,1012615,11207,,,,,,,,,,,09:00:00-05:00,15:00:00-05:00,,
2185,1005342,94303,,,,,12:00:00-08:00,15:00:00-08:00,,,,,,,,
2186,1012717,30344,,,,,16:00:00-05:00,19:00:00-05:00,,,,,,,,
2187,1010324,95816,,,,,,,,,,,08:00:00-08:00,13:00:00-08:00,,
2192,1009904,75702,,,07:00:00-06:00,13:00:00-06:00,,,,,,,07:00:00-06:00,13:00:00-06:00,,
2193,1006338,37919,,,,,,,,,15:00:00-05:00,18:00:00-05:00,,,,
2194,1005757,53202,,,,,,,,,,,,,09:00:00-06:00,13:00:00-06:00
2198,1003103,57105,,,,,,,,,,,08:00:00-06:00,13:00:00-06:00,,
2199,1003175,36117,,,,,,,,,,,07:00:00-06:00,12:00:00-06:00,,
2200,1008871,48207,,,,,,,,,,,06:00:00-05:00,16:00:00-05:00,,
2202,1001624,20003,,,13:00:00-05:00,19:00:00-05:00,,,,,,,08:00:00-05:00,17:00:00-05:00,08:00:00-05:00,17:00:00-05:00
2208,1009934,43219,,,,,,,16:00:00-05:00,19:00:00-05:00,,,,,,
2209,1009867,18042,,,,,,,,,,,09:00:00-05:00,13:00:00-05:00,,
2211,1006929,21224,,,,,10:00:00-05:00,14:00:00-05:00,,,,,,,,
2212,1000855,48021,,,,,,,,,,,08:00:00-05:00,13:00:00-05:00,,
2214,1000127,48215,,,,,,,,,15:00:00-05:00,19:00:00-05:00,,,,
2215,1012730,53703,,,16:00:00-06:00,19:00:00-06:00,,,,,,,,,,
2217,1012175,14901,,,,,,,,,14:30:00-05:00,18:00:00-05:00,,,,
2219,1010505,45320,,,,,,,,,,,08:00:00-05:00,13:00:00-05:00,,
2220,1012227,48827,,,,,,,,,15:00:00-05:00,18:00:00-05:00,,,,
2223,1001570,54701,,,,,,,,,,,07:30:00-06:00,13:00:00-06:00,,
2230,1010019,90026,,,,,,,,,15:00:00-08:00,19:30:00-08:00,,,,
2231,1006207,10457,,,,,08:00:00-05:00,16:00:00-05:00,,,,,,,,
2232,1008780,60609,,,,,,,,,,,09:00:00-06:00,14:00:00-06:00,,
2236,1012783,27932,,,,,,,,,,,08:00:00-05:00,12:00:00-05:00,,
2237,1006326,61107,,,,,09:00:00-06:00,13:00:00-06:00,,,,,,,,
2239,1011540,60660,,,,,,,,,,,08:00:00-06:00,13:00:00-06:00,,
2240,1001660,21040,,,,,,,15:00:00-05:00,18:00:00-05:00,,,,,,
2244,1008798,43035,,,,,,,,,,,09:00:00-05:00,12:00:00-05:00,,
2246,1008799,43214,,,,,,,15:00:00-05:00,18:30:00-05:00,,,,,,
2250,1012160,98020,,,,,,,,,,,,,09:00:00-08:00,15:00:00-08:00
2252,1000003,48829,,,15:00:00-05:00,18:30:00-05:00,,,,,08:00:00-05:00,13:00:00-05:00,,,,
2253,1001298,81632,,,,,,,,,,,09:00:00-07:00,13:00:00-07:00,,
2257,1012133,45205,,,,,,,,,,,12:00:00-05:00,15:00:00-05:00,,
2258,1012664,78040,,,,,,,,,,,09:00:00-06:00,13:00:00-06:00,,
2260,1012606,71730,,,,,08:00:00-06:00,12:00:00-06:00,,,,,08:00:00-06:00,12:00:00-06:00,,
2262,1003777,95762,,,,,,,08:00:00-08:00,12:00:00-08:00,,,,,,
2264,1012369,53713,,,09:00:00-06:00,13:00:00-06:00,,,,,,,,,,
2299,1008259,79901,,,,,,,,,,,09:00:00-07:00,13:00:00-07:00,,
2307,1006755,85714,15:00:00-07:00,17:00:00-07:00,,,,,,,,,,,,
2308,1003582,73036,,,,,08:00:00-06:00,12:00:00-06:00,,,,,08:00:00-06:00,12:00:00-06:00,,
2311,1012294,28580,,,,,,,,,,,08:00:00-05:00,13:00:00-05:00,,
2312,1004049,36530,,,,,,,,,,,,,,
2313,1005446,49628,,,,,,,08:00:00-05:00,12:30:00-05:00,,,,,,
2314,1008541,65026,,,,,,,,,,,08:00:00-06:00,12:00:00-06:00,,
2315,1012634,50627,,,,,,,,,16:00:00-06:00,18:00:00-06:00,,,,
2317,1008540,64744,,,,,,,,,,,,,,
2321,1010508,60634,,,,,,,07:00:00-06:00,13:00:00-06:00,,,,,,
2322,1000022,28204,,,,,,,,,,,09:00:00-05:00,13:00:00-05:00,,
2323,1006759,61028,,,,,,,,,15:00:00-06:00,18:00:00-06:00,,,,
2324,1006377,80107,,,,,,,,,,,08:00:00-07:00,13:00:00-07:00,,
2327,1003711,95758,,,,,,,,,,,08:00:00-08:00,12:00:00-08:00,,
2328,1011922,60007,,,,,,,,,,,07:30:00-06:00,13:00:00-06:00,,
2329,1003303,54739,,,,,,,,,11:00:00-06:00,18:00:00-06:00,,,,
2330,1006151,49629,,,,,,,,,08:00:00-05:00,12:00:00-05:00,,,,
2331,1004603,46516,,,,,,,,,,,09:00:00-05:00,15:00:00-05:00,,
2332,1002009,28621,,,,,,,,,,,09:00:00-05:00,12:00:00-05:00,,
2333,1003120,26241,,,,,,,,,,,09:00:00-05:00,12:00:00-05:00,,
2335,1000179,89801,,,,,,,,,,,08:00:00-08:00,12:00:00-08:00,,
2336,1004263,29826,,,,,,,,,,,08:00:00-05:00,14:00:00-05:00,,
2337,1003732,56026,,,,,,,,,,,09:00:00-06:00,11:00:00-06:00,,
2338,1004362,12428,,,,,,,,,,,,,10:00:00-05:00,14:00:00-05:00
2339,1010343,47429,,,,,,,,,,,08:00:00-05:00,12:00:00-05:00,,
2346,1009045,49729,,,17:00:00-05:00,19:00:00-05:00,,,,,,,,,,
2348,1006809,54011,,,15:00:00-06:00,18:30:00-06:00,,,,,,,,,,
2350,1005709,16117,,,,,,,,,,,08:00:00-05:00,12:00:00-05:00,,
2353,1000089,11373,,,08:00:00-05:00,16:00:00-05:00,,,,,,,,,,
2355,1001666,11003,,,,,,,10:00:00-05:00,18:00:00-05:00,,,,,,
2357,1003826,14222,,,,,,,,,,,08:00:00-05:00,13:00:00-05:00,,
2360,1008449,55731,,,17:00:00-06:00,19:00:00-06:00,,,,,,,,,,
2361,1000108,52227,,,,,,,,,,,09:00:00-06:00,12:00:00-06:00,,
2362,1000107,52227,,,16:00:00-06:00,18:30:00-06:00,,,,,,,08:00:00-06:00,12:00:00-06:00,,
2363,1002052,89301,,,,,,,,,,,10:00:00-08:00,14:00:00-08:00,,
2364,1010234,99205,,,,,,,,,15:00:00-08:00,19:00:00-08:00,,,,
2365,1002657,18049,,,,,,,,,,,,,10:00:00-05:00,14:00:00-05:00
2366,1004268,83617,,,,,15:00:00-07:00,19:00:00-07:00,,,,,09:00:00-07:00,13:00:00-07:00,,
2367,1007710,21727,,,,,,,,,03:00:00-05:00,06:30:00-05:00,,,,
2369,1012567,30322,,,11:00:00-05:00,15:00:00-05:00,,,,,,,,,,
2370,1002769,49630,,,,,,,,,,,09:00:00-05:00,13:00:00-05:00,,
2372,1004226,12242,,,,,10:00:00-05:00,14:00:00-05:00,,,10:00:00-05:00,14:00:00-05:00,,,,
2373,1004719,66801,,,,,,,,,,,08:00:00-06:00,11:00:00-06:00,,
2374,1005377,23847,06:00:00-05:00,19:00:00-05:00,06:00:00-05:00,19:00:00-05:00,06:00:00-05:00,19:00:00-05:00,06:00:00-05:00,19:00:00-05:00,06:00:00-05:00,19:00:00-05:00,06:00:00-05:00,19:00:00-05:00,06:00:00-05:00,19:00:00-05:00
2376,1012045,91406,,,,,,,,,,,,,08:00:00-08:00,13:00:00-08:00
2382,1003959,47118,,,,,,,,,,,09:00:00-05:00,13:00:00-05:00,,
2385,1012313,59729,16:30:00-07:00,18:30:00-07:00,,,,,,,,,,,,
2386,1012071,75119,,,,,,,,,,,08:00:00-06:00,13:00:00-06:00,,
2387,1000175,27278,,,,,,,,,,,08:00:00-05:00,12:00:00-05:00,,
2389,1009946,36330,,,07:00:00-06:00,11:00:00-06:00,,,07:00:00-06:00,11:00:00-06:00,,,07:00:00-06:00,11:00:00-06:00,,
2390,1005622,98823,,,,,,,,,,,08:00:00-08:00,13:00:00-08:00,,
2393,1004525,80516,,,,,,,,,,,08:30:00-07:00,13:00:00-07:00,,
2395,1003124,28339,,,,,,,,,,,09:00:00-05:00,13:00:00-05:00,,
2397,1011260,84726,,,,,,,,,,,09:00:00-07:00,11:00:00-07:00,,
2399,1002302,92025,,,02:30:00-08:00,18:00:00-08:00,,,,,,,,,,
2400,1006678,87532,10:00:00-07:00,17:00:00-07:00,,,,,,,,,,,,
2407,1000494,60511,,,10:00:00-06:00,18:00:00-06:00,10:00:00-06:00,18:00:00-06:00,10:00:00-06:00,18:00:00-06:00,10:00:00-06:00,18:00:00-06:00,10:00:00-06:00,18:00:00-06:00,,
2408,1005682,51334,,,,,,,,,,,,,,
2410,1012809,85338,,,,,,,,,,,10:00:00-07:00,13:00:00-07:00,,
2411,1011981,44123,,,,,,,,,15:00:00-05:00,18:30:00-05:00,,,,
2412,1010933,66025,,,,,,,,,,,09:00:00-06:00,12:00:00-06:00,,
2413,1006618,74432,,,,,,,,,,,08:00:00-06:00,12:00:00-06:00,,
2414,1012315,59917,,,,,16:00:00-07:00,18:00:00-07:00,,,,,,,,
2415,1006135,89316,,,,,,,16:00:00-08:00,18:00:00-08:00,,,,,,
2416,1000410,72632,,,07:00:00-06:00,12:00:00-06:00,,,07:00:00-06:00,12:00:00-06:00,,,,,,
2417,1008261,30809,,,,,,,16:30:00-05:00,19:00:00-05:00,,,,,,
2418,1002729,50707,,,,,14:30:00-06:00,17:30:00-06:00,,,,,,,,
2421,1003809,53536,,,,,,,,,,,09:00:00-06:00,13:00:00-06:00,,
2422,1010195,49631,,,,,,,,,,,09:00:00-05:00,13:00:00-05:00,,
2424,1005710,21701,,,,,,,15:00:00-05:00,18:00:00-05:00,,,,,,
2426,1003357,98201,,,,,,,,,,,,,11:00:00-08:00,16:00:00-08:00
2428,1001957,80435,,,10:00:00-07:00,14:00:00-07:00,,,,,,,,,,
2430,1003241,60805,,,,,,,07:00:00-06:00,13:00:00-06:00,,,,,,
2434,1005267,96706,,,,,,,,,09:00:00-10:00,10:00:00-10:00,,,,
2435,1004422,55331,,,,,,,14:00:00-06:00,18:00:00-06:00,,,,,,
2438,1002247,68862,,,,,,,,,17:00:00-06:00,18:30:00-06:00,,,,
2439,1004875,55934,,,16:00:00-06:00,19:00:00-06:00,,,,,,,,,,
2440,1012801,30080,,,16:30:00-05:00,19:00:00-05:00,,,,,,,,,,
2442,1001549,65648,,,,,15:00:00-06:00,18:30:00-06:00,,,,,,,,
2444,1000199,99701,16:00:00-09:00,20:00:00-09:00,,,,,,,,,,,,
2446,1012685,30213,,,,,,,,,16:00:00-05:00,19:00:00-05:00,,,,
2448,1008385,94930,,,,,16:00:00-08:00,20:00:00-08:00,,,,,,,,
2449,1008311,22030,,,,,,,,,,,08:00:00-05:00,13:00:00-05:00,,
2451,1004130,52556,,,,,15:00:00-06:00,18:00:00-06:00,,,,,08:00:00-06:00,13:00:00-06:00,,
2456,1000051,36532,,,,,,,15:00:00-06:00,18:00:00-06:00,,,,,,
2457,1010944,22206,,,,,,,,,,,,,09:00:00-05:00,13:00:00-05:00
2458,1012237,26554,,,16:00:00-05:00,18:00:00-05:00,,,,,,,,,,
2459,1012242,26554,,,,,,,16:00:00-05:00,18:00:00-05:00,,,,,,
2460,1005320,19130,,,,,,,15:00:00-05:00,19:00:00-05:00,,,,,,
2462,1001296,14450,,,,,,,,,,,07:00:00-05:00,12:00:00-05:00,,
2463,1006251,80204,,,,,,,,,,,,,12:00:00-07:00,14:00:00-07:00
2464,1002043,97220,,,,,,,16:00:00-08:00,20:00:00-08:00,,,,,,
2469,1010667,60637,,,,,,,,,,,10:00:00-06:00,14:00:00-06:00,,
2470,1011719,60625,,,,,,,,,,,10:00:00-06:00,14:00:00-06:00,,
2471,1010668,60643,,,,,,,,,,,09:00:00-06:00,13:00:00-06:00,,
2472,1011720,60148,,,,,,,,,,,,,10:00:00-06:00,14:00:00-06:00
2474,1011725,60630,,,,,,,,,,,,,10:00:00-06:00,14:00:00-06:00
2475,1010670,60067,,,,,,,,,,,,,10:00:00-06:00,14:00:00-06:00
2476,1011724,60563,,,,,,,,,,,,,10:00:00-06:00,14:00:00-06:00
2477,1010671,60302,,,,,,,,,,,09:00:00-06:00,13:00:00-06:00,,
2478,1011723,60134,,,,,,,,,,,09:00:00-06:00,13:00:00-06:00,,
2479,1011726,60302,,,,,,,,,,,09:00:00-06:00,13:00:00-06:00,,
2480,1011722,60628,,,,,,,,,,,09:00:00-06:00,13:00:00-06:00,,
2481,1010666,60004,,,,,,,,,,,09:00:00-06:00,13:00:00-06:00,,
2482,1010664,60068,,,,,,,,,,,09:00:00-06:00,13:00:00-06:00,,
2483,1011727,60068,,,,,,,,,,,09:00:00-06:00,13:00:00-06:00,,
2484,1010665,60657,,,,,,,,,,,,,09:30:00-06:00,13:30:00-06:00
2485,1011218,14608,,,,,,,15:00:00-05:00,19:00:00-05:00,,,,,,
2487,1011905,14733,,,,,,,,,,,09:00:00-05:00,14:00:00-05:00,,
2491,1003364,92028,10:00:00-08:00,14:00:00-08:00,10:00:00-08:00,14:00:00-08:00,10:00:00-08:00,14:00:00-08:00,10:00:00-08:00,14:00:00-08:00,10:00:00-08:00,14:00:00-08:00,,,,
2492,1009705,68521,,,,,,,16:30:00-06:00,20:00:00-06:00,,,,,,
2494,1010174,22046,,,,,,,,,,,08:00:00-05:00,12:00:00-05:00,,
2495,1010889,57101,,,,,,,,,,,08:00:00-06:00,13:00:00-06:00,,
2498,1008076,95945,,,,,,,,,15:00:00-08:00,18:00:00-08:00,,,,
2505,1010059,38138,,,,,,,16:00:00-06:00,19:00:00-06:00,,,,,,
2508,1009026,46278,,,,,,,,,,,09:00:00-05:00,12:30:00-05:00,,
2509,1010879,14620,14:00:00-05:00,16:30:00-05:00,,,,,,,,,,,,
2510,1010878,14608,,,,,,,14:00:00-05:00,17:30:00-05:00,,,,,,
2512,1010138,64078,,,,,16:00:00-06:00,19:00:00-06:00,,,,,,,,
2513,1012724,26260,,,,,,,,,16:00:00-05:00,18:30:00-05:00,,,,
2515,1008078,78259,,,,,,,,,,,,,09:00:00-06:00,14:00:00-06:00
2518,1000173,53189,,,,,,,15:00:00-06:00,19:00:00-06:00,,,,,,
2519,1012326,83864,,,,,15:00:00-08:00,17:30:00-08:00,,,,,09:00:00-08:00,13:00:00-08:00,,
2520,1006075,17036,,,,,,,14:30:00-05:00,18:30:00-05:00,,,,,,
2522,1002522,62906,,,,,,,,,,,08:00:00-06:00,12:00:00-06:00,,
2525,1008941,80102,,,,,,,,,,,09:00:00-07:00,14:00:00-07:00,,
2526,1003097,48124,,,,,,,,,09:00:00-05:00,15:00:00-05:00,,,,
2528,1000283,15222,,,,,,,,,,,09:00:00-05:00,13:00:00-05:00,,
2531,1011718,99669,,,15:00:00-09:00,18:00:00-09:00,,,,,,,,,,
2532,1010148,54773,,,,,,,,,15:00:00-06:00,18:30:00-06:00,,,,
2533,1012521,22902,,,,,15:00:00-05:00,19:00:00-05:00,,,,,,,,
2537,1011715,58078,15:30:00-06:00,18:30:00-06:00,,,,,15:30:00-06:00,18:30:00-06:00,,,,,,
2540,1001282,50466,,,,,,,,,,,09:00:00-06:00,11:00:00-06:00,,
2542,1011178,20622,,,,,08:00:00-05:00,17:00:00-05:00,,,,,08:00:00-05:00,17:00:00-05:00,,
2545,1008278,28609,,,,,14:00:00-05:00,17:30:00-05:00,,,,,,,,
2547,1006224,19355,,,,,,,11:00:00-05:00,14:00:00-05:00,,,,,,
2553,1008265,94574,,,,,,,,,09:00:00-08:00,13:00:00-08:00,11:00:00-08:00,16:00:00-08:00,11:00:00-08:00,16:00:00-08:00
2554,1012005,21029,,,,,,,,,,,09:00:00-05:00,13:00:00-05:00,,
2555,1010202,24368,,,,,14:00:00-05:00,18:00:00-05:00,,,,,,,,
2556,1012767,60540,,,,,15:00:00-06:00,19:00:00-06:00,,,,,,,,
2559,1011102,37013,,,,,,,,,,,09:00:00-06:00,13:00:00-06:00,,
2560,1005811,40069,,,,,,,,,,,08:00:00-05:00,12:00:00-05:00,,
2561,1001247,46140,,,,,,,,,,,08:00:00-05:00,12:00:00-05:00,,
2565,1011262,67901,,,,,,,,,,,08:00:00-06:00,12:00:00-06:00,,
2568,1010414,27540,,,,,,,,,,,08:30:00-05:00,12:30:00-05:00,,
2569,1002459,67301,,,,,,,,,,,07:30:00-06:00,10:30:00-06:00,,
2570,1005069,29910,,,,,,,14:00:00-05:00,19:00:00-05:00,,,,,,
2577,1007402,53177,09:00:00-06:00,13:00:00-06:00,,,,,,,,,,,,
2578,1005159,65804,,,,,,,16:00:00-06:00,20:00:00-06:00,,,08:00:00-06:00,13:00:00-06:00,,
2580,1011817,84401,,,,,,,,,,,09:00:00-07:00,14:00:00-07:00,,
2581,1010320,77494,,,,,,,,,,,,,08:00:00-06:00,12:00:00-06:00
2583,1001778,50158,,,,,,,16:30:00-06:00,19:00:00-06:00,,,,,,
2584,1011400,83001,,,,,,,,,,,08:00:00-07:00,12:00:00-07:00,,
2585,1011157,42728,,,16:30:00-06:00,19:00:00-06:00,,,,,,,08:00:00-06:00,13:00:00-06:00,,
2587,1012341,55912,16:00:00-06:00,18:00:00-06:00,,,,,16:00:00-06:00,18:00:00-06:00,,,09:00:00-06:00,12:00:00-06:00,,
2589,1010166,23226,,,,,,,,,,,08:00:00-05:00,12:00:00-05:00,,
2590,1012220,48933,,,,,,,10:00:00-05:00,15:00:00-05:00,,,,,,
2591,1012697,17013,,,,,15:00:00-05:00,19:00:00-05:00,,,,,,,,
2593,1010456,92805,,,,,,,,,17:00:00-08:00,21:00:00-08:00,,,,
2595,1010134,88005,,,,,08:30:00-07:00,13:00:00-07:00,,,,,08:30:00-07:00,13:00:00-07:00,,
2598,1011919,43952,,,,,16:30:00-05:00,18:30:00-05:00,,,,,,,,
2599,1005655,62656,,,,,08:00:00-06:00,12:00:00-06:00,,,,,08:00:00-06:00,12:00:00-06:00,,
2605,1010823,28411,,,,,08:00:00-05:00,13:00:00-05:00,,,,,,,,
2607,1004476,21236,,,,,,,,,10:00:00-05:00,13:00:00-05:00,,,,
2608,1004137,38117,,,,,13:00:00-06:00,17:00:00-06:00,,,,,,,,
2609,1001585,21702,,,11:00:00-05:00,13:30:00-05:00,,,,,,,,,,
2610,1000256,14221,,,,,,,,,,,08:00:00-05:00,13:00:00-05:00,,
2611,1010802,24523,,,15:00:00-05:00,18:30:00-05:00,,,,,,,,,,
2612,1011395,65020,,,,,,,,,,,07:00:00-06:00,12:00:00-06:00,,
2613,1008547,65453,,,,,,,,,08:00:00-06:00,18:00:00-06:00,08:00:00-06:00,18:00:00-06:00,,
2614,1005486,53951,,,,,,,16:00:00-06:00,19:00:00-06:00,,,,,,
2616,1004129,49783,,,,,16:00:00-05:00,18:30:00-05:00,,,,,,,,
2617,1012178,54304,,,,,15:00:00-06:00,20:00:00-06:00,,,,,,,,
2620,1011209,11735,,,,,,,,,,,,,10:00:00-05:00,15:00:00-05:00
2621,1005124,48336,,,,,,,,,,,09:00:00-05:00,14:00:00-05:00,,
2622,1001405,63640,,,,,,,,,,,07:00:00-06:00,12:00:00-06:00,,
2623,1004131,52626,,,,,,,,,15:30:00-06:00,18:30:00-06:00,,,,
2625,1005213,27028,,,,,,,,,,,08:00:00-05:00,12:00:00-05:00,,
2627,1003672,55024,,,,,,,14:30:00-06:00,18:30:00-06:00,,,,,,
2630,1002331,11738,,,,,,,,,,,,,09:00:00-05:00,13:00:00-05:00
2633,1010554,17078,,,,,,,,,08:00:00-05:00,18:00:00-05:00,08:00:00-05:00,15:00:00-05:00,,
2634,1012107,23901,,,,,,,,,,,09:00:00-05:00,13:00:00-05:00,,
2635,1001884,27828,,,,,,,,,16:00:00-05:00,19:00:00-05:00,,,,
2637,1004715,48622,,,,,,,,,16:00:00-05:00,19:00:00-05:00,09:00:00-05:00,13:00:00-05:00,,
2640,1001187,25901,,,15:00:00-05:00,18:00:00-05:00,,,,,,,,,,
2641,1002776,43160,,,,,16:00:00-05:00,19:00:00-05:00,,,,,08:30:00-05:00,12:00:00-05:00,,
2644,1001188,25840,,,,,,,,,,,07:30:00-05:00,11:30:00-05:00,,
2645,1012061,72701,,,07:00:00-06:00,13:00:00-06:00,,,07:00:00-06:00,13:00:00-06:00,,,07:00:00-06:00,14:00:00-06:00,,
2646,1010426,28301,,,,,,,,,,,10:00:00-05:00,18:00:00-05:00,,
2647,1011668,13066,,,,,,,12:00:00-05:00,18:00:00-05:00,,,,,,
2648,1010830,32084,,,,,,,,,,,10:00:00-05:00,14:00:00-05:00,,
2650,1012627,27312,,,04:00:00-05:00,18:00:00-05:00,,,,,,,,,,
2651,1008327,77303,,,,,,,,,16:00:00-06:00,21:00:00-06:00,,,,
2652,1011729,21230,,,,,,,,,,,13:30:00-05:00,16:00:00-05:00,,
2654,1005743,98003,,,,,,,,,,,09:00:00-08:00,15:00:00-08:00,,
2655,1010139,98003,,,,,11:00:00-08:00,15:00:00-08:00,,,,,,,,
2656,1003000,54843,12:00:00-06:00,16:00:00-06:00,,,,,,,,,,,,
2659,1005037,15370,,,,,09:30:00-05:00,18:00:00-05:00,,,09:30:00-05:00,18:00:00-05:00,09:30:00-05:00,14:00:00-05:00,,
2661,1010518,33913,12:00:00-05:00,16:00:00-05:00,,,,,,,,,,,,
2663,1005798,63135,,,,,,,,,,,08:00:00-06:00,12:00:00-06:00,,
2664,1008552,63135,,,,,,,,,,,09:00:00-06:00,23:30:00-06:00,,
2667,1008226,32034,,,,,,,,,,,09:00:00-05:00,13:00:00-05:00,,
2669,1008868,89408,,,,,,,16:00:00-08:00,20:00:00-08:00,,,,,,
2670,1011656,94111,,,10:00:00-08:00,14:00:00-08:00,,,10:00:00-08:00,14:00:00-08:00,,,08:00:00-08:00,14:00:00-08:00,,
2671,1003080,35056,,,08:00:00-06:00,14:00:00-06:00,,,08:00:00-06:00,14:00:00-06:00,,,08:00:00-06:00,14:00:00-06:00,,
2672,1012308,12043,,,,,15:00:00-05:00,17:00:00-05:00,,,,,10:00:00-05:00,14:00:00-05:00,,
2675,1007239,54701,,,,,,,,,,,,,08:00:00-06:00,14:00:00-06:00
2678,1012142,98424,,,,,,,,,,,15:00:00-08:00,19:00:00-08:00,,
2679,1010224,49633,,,,,,,,,,,,,09:00:00-05:00,13:00:00-05:00
2680,1012599,44882,,,,,,,,,,,09:00:00-05:00,12:00:00-05:00,,
2681,1010317,62534,,,,,,,,,,,09:00:00-06:00,12:00:00-06:00,,
2682,1008135,45202,,,09:00:00-05:00,18:00:00-05:00,09:00:00-05:00,18:00:00-05:00,09:00:00-05:00,18:00:00-05:00,09:00:00-05:00,18:00:00-05:00,08:00:00-05:00,18:00:00-05:00,10:00:00-05:00,16:00:00-05:00
2684,1003146,80922,,,,,,,09:00:00-07:00,15:00:00-07:00,,,,,,
2685,1008116,44118,,,,,16:00:00-05:00,19:00:00-05:00,,,,,,,,
2689,1004377,54212,,,,,10:00:00-06:00,14:00:00-06:00,,,,,,,,
2691,1000748,46038,,,,,,,,,,,08:00:00-05:00,12:00:00-05:00,,
2692,1005413,53711,,,,,,,15:00:00-06:00,18:00:00-06:00,,,,,,
2694,1005297,19146,,,,,,,,,,,09:00:00-05:00,14:00:00-05:00,,
2695,1000048,31750,10:00:00-05:00,16:00:00-05:00,10:00:00-05:00,16:00:00-05:00,10:00:00-05:00,16:00:00-05:00,10:00:00-05:00,16:00:00-05:00,10:00:00-05:00,16:00:00-05:00,10:00:00-05:00,16:00:00-05:00,,
2697,1003782,53012,,,,,,,,,,,09:00:00-06:00,14:00:00-06:00,,
2698,1001752,23504,,,,,,,11:00:00-05:00,19:00:00-05:00,11:00:00-05:00,19:00:00-05:00,09:00:00-05:00,17:00:00-05:00,10:00:00-05:00,15:00:00-05:00
2699,1009722,29115,,,10:00:00-05:00,18:00:00-05:00,10:00:00-05:00,18:00:00-05:00,10:00:00-05:00,18:00:00-05:00,10:00:00-05:00,18:00:00-05:00,10:00:00-05:00,18:00:00-05:00,,
2700,1009723,29172,,,10:00:00-05:00,18:00:00-05:00,10:00:00-05:00,18:00:00-05:00,10:00:00-05:00,18:00:00-05:00,10:00:00-05:00,18:00:00-05:00,10:00:00-05:00,18:00:00-05:00,12:00:00-05:00,18:00:00-05:00
2701,1001768,32136,,,,,,,,,07:00:00-05:00,14:00:00-05:00,07:00:00-05:00,14:00:00-05:00,,
2702,1012843,86001,,,,,,,,,,,,,08:00:00-07:00,12:00:00-07:00
2703,1003846,11901,,,,,,,,,,,10:00:00-05:00,14:00:00-05:00,,
2705,1010437,27127,09:00:00-05:00,18:00:00-05:00,09:00:00-05:00,18:00:00-05:00,09:00:00-05:00,18:00:00-05:00,09:00:00-05:00,18:00:00-05:00,09:00:00-05:00,18:00:00-05:00,10:00:00-05:00,16:00:00-05:00,,
2711,1008024,48502,,,08:00:00-05:00,18:00:00-05:00,,,08:00:00-05:00,18:00:00-05:00,,,08:00:00-05:00,17:00:00-05:00,,
2716,1004709,59833,,,,,,,,,,,09:00:00-07:00,13:30:00-07:00,,
2718,1003116,81226,,,,,,,08:00:00-07:00,13:00:00-07:00,,,,,,
2720,1008244,68112,,,,,,,,,,,,,10:00:00-06:00,15:00:00-06:00
2723,1012451,10921,,,10:00:00-05:00,16:00:00-05:00,,,,,,,,,,
2725,1005082,60422,,,,,,,,,08:00:00-06:00,13:00:00-06:00,,,,
2726,1003492,41653,,,,,,,,,,,09:00:00-05:00,14:00:00-05:00,,
2727,1012590,24091,,,,,,,,,,,09:00:00-05:00,13:00:00-05:00,,
2728,1003222,22963,,,14:00:00-05:00,18:00:00-05:00,,,,,,,,,,
2730,1006794,20037,,,,,15:00:00-05:00,19:00:00-05:00,,,,,,,,
2732,1003649,12068,,,,,,,16:00:00-05:00,19:00:00-05:00,,,,,,
2733,1003648,12068,,,,,,,17:00:00-05:00,20:00:00-05:00,,,,,,
2735,1003408,53206,,,08:00:00-06:00,14:00:00-06:00,,,08:00:00-06:00,14:00:00-06:00,,,07:00:00-06:00,15:00:00-06:00,08:00:00-06:00,14:00:00-06:00
2736,1011530,92335,,,,,,,,,,,08:00:00-08:00,13:00:00-08:00,,
2737,1011531,92335,,,,,,,,,,,08:00:00-08:00,13:00:00-08:00,,
2738,1012020,82601,,,17:00:00-07:00,19:30:00-07:00,,,,,,,,,,
2739,1012285,89406,,,,,,,,,16:00:00-08:00,19:00:00-08:00,,,,
2741,1011842,85724,,,,,,,,,10:00:00-07:00,14:00:00-07:00,,,,
