,FMID,zip,mon_start,mon_end,tue_start,tue_end,wed_start,wed_end,thu_start,thu_end,fri_start,fri_end,sat_start,sat_end,sun_start,sun_end
4754,1001506,61938,,,,,,,,,11:00:00-06:00,17:00:00-06:00,,,,
4757,1002433,97037,,,,,,,,,,,,,09:00:00-08:00,13:00:00-08:00
4759,1006589,95116,,,,,,,,,,,,,10:00:00-08:00,14:00:00-08:00
4761,1010736,88339,,,,,,,,,,,11:00:00-07:00,15:00:00-07:00,,
4769,1009851,78504,,,,,,,,,,,10:00:00-06:00,13:00:00-06:00,,
4771,1004378,58463,,,,,16:00:00-06:00,18:00:00-06:00,,,,,,,,
4772,1006370,39648,,,,,,,08:00:00-06:00,13:00:00-06:00,,,,,,
4776,1012574,22306,,,,,08:00:00-05:00,12:00:00-05:00,,,,,,,,
4778,1010969,11222,,,,,,,,,,,,,10:00:00-05:00,16:00:00-05:00
4779,1010971,11222,,,,,,,,,,,,,11:00:00-05:00,16:00:00-05:00
4781,1005549,95519,,,,,,,15:30:00-08:00,18:30:00-08:00,,,,,,
4782,1009988,95121,,,,,,,,,15:00:00-08:00,19:00:00-08:00,,,,
4783,1010639,42352,,,15:00:00-06:00,19:00:00-06:00,,,,,,,,,,
4784,1012594,22101,,,,,,,,,08:00:00-05:00,12:00:00-05:00,,,,
4786,1004014,97128,,,,,,,13:00:00-08:00,18:00:00-08:00,,,,,,
4788,1011038,67460,,,,,,,,,,,08:00:00-06:00,12:00:00-06:00,,
4789,1008713,40108,,,11:00:00-05:00,15:00:00-05:00,,,,,,,08:00:00-05:00,12:00:00-05:00,,
4795,1001490,54451,,,13:00:00-06:00,17:30:00-06:00,,,,,,,,,,
4796,1001491,54451,,,,,,,,,,,08:00:00-06:00,13:00:00-06:00,,
4799,1000013,19063,,,,,,,15:00:00-05:00,19:00:00-05:00,,,,,,
4804,1010314,28277,,,16:00:00-05:00,19:00:00-05:00,,,,,,,,,,
4806,1011657,50163,,,,,,,16:00:00-06:00,18:30:00-06:00,,,,,,
4807,1003370,57579,,,,,,,,,,,,,,
4811,1011791,48122,,,,,14:00:00-05:00,18:00:00-05:00,,,,,,,,
4814,1011162,38103,,,,,,,,,,,07:00:00-06:00,13:00:00-06:00,,
4815,1005128,54952,,,,,,,14:00:00-06:00,18:00:00-06:00,,,,,,
4817,1006189,95460,,,,,,,,,12:00:00-08:00,14:00:00-08:00,,,,
4818,1008246,14506,,,16:00:00-05:00,19:00:00-05:00,,,,,,,,,,
4822,1002905,94025,,,,,,,,,,,,,09:00:00-08:00,13:00:00-08:00
4823,1002951,49858,,,,,,,,,,,08:00:00-06:00,12:00:00-06:00,,
4824,1002950,49858,,,,,15:00:00-06:00,18:00:00-06:00,,,,,08:00:00-06:00,12:00:00-06:00,,
4825,1008342,53051,,,,,,,,,,,,,09:00:00-06:00,14:00:00-06:00
4826,1001578,53051,,,,,08:00:00-06:00,15:00:00-06:00,,,,,,,,
4827,1012668,54751,,,,,11:30:00-06:00,18:00:00-06:00,,,,,08:00:00-06:00,13:00:00-06:00,,
4829,1003903,44060,,,,,,,,,14:00:00-05:00,18:30:00-05:00,,,,
4830,1004575,56736,,,,,,,,,,,08:00:00-06:00,12:00:00-06:00,,
4835,1011470,97031,,,,,,,16:00:00-08:00,19:00:00-08:00,,,,,,
4839,1004417,40330,,,16:00:00-05:00,19:00:00-05:00,,,16:00:00-05:00,19:00:00-05:00,,,09:00:00-05:00,12:00:00-05:00,,
4842,1004018,98040,,,,,,,,,,,,,10:00:00-08:00,15:00:00-08:00
4843,1011306,16137,,,,,,,,,,,09:00:00-05:00,13:00:00-05:00,,
4848,1001767,83642,,,,,,,,,,,09:00:00-07:00,13:00:00-07:00,,
4849,1010479,48864,,,,,08:00:00-05:00,14:00:00-05:00,,,,,08:00:00-05:00,14:00:00-05:00,,
4852,1004632,66203,,,,,07:00:00-06:00,13:00:00-06:00,,,,,07:00:00-06:00,13:00:00-06:00,,
4853,1003811,54452,,,,,07:30:00-06:00,13:30:00-06:00,,,,,,,,
4856,1011837,85201,,,,,,,,,09:00:00-07:00,13:00:00-07:00,,,,
4859,1010631,42129,,,15:00:00-06:00,18:00:00-06:00,,,,,08:00:00-06:00,13:00:00-06:00,,,,
4861,1012094,80122,,,,,,,10:00:00-07:00,14:00:00-07:00,,,,,,
4866,1008810,65265,,,,,,,,,,,08:00:00-06:00,11:00:00-06:00,,
4867,1008562,33155,,,,,07:30:00-05:00,16:30:00-05:00,,,,,,,,
4870,1010397,70129,,,,,10:00:00-06:00,13:00:00-06:00,,,,,,,,
4871,1000021,38655,,,,,08:00:00-06:00,13:00:00-06:00,,,,,07:00:00-06:00,11:00:00-06:00,,
4872,1009992,33708,,,,,09:00:00-05:00,14:00:00-05:00,,,,,,,,
4873,1006858,30303,,,,,11:00:00-05:00,14:00:00-05:00,,,,,,,,
4874,1012515,56737,,,,,,,,,13:00:00-06:00,17:00:00-06:00,,,,
4877,1000946,20117,,,,,,,,,,,08:00:00-05:00,12:00:00-05:00,,
4884,1006374,14105,,,14:00:00-05:00,18:00:00-05:00,,,,,14:00:00-05:00,18:00:00-05:00,,,,
4892,1012396,21769,,,,,,,16:00:00-05:00,19:00:00-05:00,,,,,,
4894,1005138,48640,,,,,07:00:00-05:00,13:00:00-05:00,,,,,07:00:00-05:00,13:00:00-05:00,,
4895,1006072,30655,,,,,,,,,,,08:30:00-05:00,12:00:00-05:00,,
4896,1012022,79701,,,,,,,,,,,08:30:00-06:00,12:30:00-06:00,,
4899,1000204,27609,,,,,,,,,,,08:00:00-05:00,12:00:00-05:00,,
4900,1012187,55407,,,15:00:00-06:00,19:00:00-06:00,,,,,,,08:00:00-06:00,13:00:00-06:00,,
4901,1012786,63130,,,,,,,,,,,08:30:00-06:00,12:30:00-06:00,,
4902,1003835,93001,,,,,09:00:00-08:00,13:00:00-08:00,,,,,,,,
4904,1011159,38358,07:00:00-06:00,17:00:00-06:00,07:00:00-06:00,17:00:00-06:00,07:00:00-06:00,17:00:00-06:00,07:00:00-06:00,17:00:00-06:00,07:00:00-06:00,17:00:00-06:00,07:00:00-06:00,17:00:00-06:00,,
4906,1002856,80640,,,,,,,,,07:00:00-07:00,17:00:00-07:00,07:00:00-07:00,17:00:00-07:00,07:00:00-07:00,17:00:00-07:00
4911,1004289,48381,,,,,,,15:00:00-05:00,20:00:00-05:00,,,,,,
4912,1011258,18337,,,,,,,,,,,,,10:00:00-05:00,14:00:00-05:00
4917,1012141,19963,,,,,,,,,,,09:00:00-05:00,13:00:00-05:00,,
4918,1009658,96789,,,11:30:00-10:00,12:30:00-10:00,,,,,,,,,,
4920,1012523,55401,,,,,,,,,,,08:00:00-06:00,13:00:00-06:00,,
4922,1012007,72764,,,,,,,,,,,08:00:00-06:00,13:00:00-06:00,,
4923,1003182,94030,,,,,,,,,,,08:00:00-08:00,13:00:00-08:00,,
4926,1000716,31061,,,16:00:00-05:00,19:00:00-05:00,,,,,,,,,,
4927,1010485,30442,,,14:00:00-05:00,18:00:00-05:00,,,,,,,,,,
4928,1011016,46403,,,,,,,,,,,,,10:00:00-06:00,15:00:00-06:00
4930,1000792,17551,,,,,16:00:00-05:00,20:00:00-05:00,,,,,,,,
4931,1001709,12546,,,,,,,,,,,09:00:00-05:00,13:00:00-05:00,,
4934,1004657,38053,,,,,,,,,,,08:00:00-06:00,13:00:00-06:00,,
4938,1011401,99212,,,,,14:00:00-08:00,19:00:00-08:00,,,,,,,,
4941,1010420,19968,,,,,,,,,15:00:00-05:00,18:00:00-05:00,,,,
4943,1006113,97862,,,,,16:00:00-08:00,19:00:00-08:00,,,,,,,,
4944,1002191,53218,07:00:00-06:00,19:00:00-06:00,07:00:00-06:00,19:00:00-06:00,07:00:00-06:00,19:00:00-06:00,07:00:00-06:00,19:00:00-06:00,07:00:00-06:00,19:00:00-06:00,07:00:00-06:00,19:00:00-06:00,07:00:00-06:00,19:00:00-06:00
4945,1001528,53215,,,,,,,,,,,09:00:00-06:00,13:00:00-06:00,,
4946,1001158,97222,,,,,,,,,,,,,09:30:00-08:00,14:00:00-08:00
4947,1005392,88041,,,,,,,16:30:00-07:00,18:30:00-07:00,,,,,,
4950,1008219,26726,,,,,,,,,08:00:00-05:00,12:00:00-05:00,,,,
4951,1006416,23117,,,,,,,,,,,08:00:00-05:00,13:00:00-05:00,,
4952,1002885,53565,,,,,,,,,,,08:30:00-06:00,11:00:00-06:00,,
4953,1008195,44657,,,,,,,16:00:00-05:00,19:00:00-05:00,,,,,,
4955,1005169,55405,06:00:00-06:00,13:00:00-06:00,06:00:00-06:00,13:00:00-06:00,06:00:00-06:00,13:00:00-06:00,06:00:00-06:00,13:00:00-06:00,06:00:00-06:00,13:00:00-06:00,06:00:00-06:00,14:00:00-06:00,06:00:00-06:00,14:00:00-06:00
4957,1012663,20019,,,,,15:00:00-05:00,18:00:00-05:00,,,,,,,,
4958,1012417,55345,,,15:00:00-06:00,19:00:00-06:00,,,,,,,,,,
4959,1000688,47303,,,,,15:30:00-05:00,17:30:00-05:00,,,,,08:00:00-05:00,12:00:00-05:00,,
4960,1010582,54548,,,,,,,,,08:00:00-06:00,13:00:00-06:00,,,,
4966,1003490,94110,,,,,,,16:00:00-08:00,20:00:00-08:00,,,,,,
4967,1011732,66202,,,,,,,,,,,07:00:00-06:00,13:00:00-06:00,,
4970,1009077,39202,,,08:00:00-06:00,14:00:00-06:00,,,08:00:00-06:00,14:00:00-06:00,,,08:00:00-06:00,14:00:00-06:00,,
4971,1009748,39202,,,,,,,,,,,08:00:00-06:00,14:00:00-06:00,,
4972,1012364,59801,,,17:30:00-07:00,19:00:00-07:00,,,,,,,08:00:00-07:00,12:30:00-07:00,,
4974,1003604,59442,,,,,,,17:00:00-07:00,18:00:00-07:00,,,,,,
4975,1003461,28777,,,,,14:00:00-05:00,18:00:00-05:00,,,,,,,,
4977,1008268,84532,,,,,,,17:00:00-07:00,20:00:00-07:00,,,,,,
4981,1010788,27028,,,,,15:00:00-05:00,18:00:00-05:00,,,,,,,,
4982,1002304,95354,,,,,,,07:00:00-08:00,13:00:00-08:00,,,07:00:00-08:00,13:00:00-08:00,,
4983,1002307,13407,,,,,14:00:00-05:00,17:00:00-05:00,,,,,,,,
4985,1001115,60954,,,,,15:30:00-06:00,18:30:00-06:00,,,,,,,,
4988,1001104,66604,08:00:00-06:00,11:30:00-06:00,,,,,,,,,,,,
4989,1011250,65708,,,,,,,,,,,08:00:00-06:00,12:00:00-06:00,,
4993,1009871,15063,,,,,,,,,15:00:00-05:00,18:00:00-05:00,,,,
4994,1012314,53566,,,,,13:00:00-06:00,17:30:00-06:00,,,,,08:00:00-06:00,13:00:00-06:00,,
4995,1006547,48162,,,07:00:00-05:00,12:00:00-05:00,,,,,,,07:00:00-05:00,12:00:00-05:00,,
4998,1008812,42167,,,,,,,,,,,,,,
5002,1009081,37385,,,,,,,,,,,09:00:00-05:00,12:00:00-05:00,,
5003,1010201,48162,,,,,,,,,,,07:00:00-05:00,12:00:00-05:00,,
5004,1008128,24983,,,,,,,,,,,,,,
5005,1011104,18360,,,,,,,,,,,,,08:00:00-05:00,12:00:00-05:00
5006,1011267,30655,,,,,,,,,,,08:30:00-05:00,12:30:00-05:00,,
5007,1006938,71201,06:00:00-06:00,13:00:00-06:00,06:00:00-06:00,13:00:00-06:00,06:00:00-06:00,13:00:00-06:00,05:00:00-06:00,13:00:00-06:00,06:00:00-06:00,13:00:00-06:00,06:00:00-06:00,12:00:00-06:00,,
5008,1003889,10950,,,,,09:00:00-05:00,15:00:00-05:00,,,,,,,,
5009,1006043,14607,,,,,16:00:00-05:00,19:00:00-05:00,,,,,,,,
5013,1012508,97292,,,,,,,,,,,,,10:00:00-08:00,14:00:00-08:00
5015,1007355,94611,,,,,,,,,,,,,09:00:00-08:00,13:00:00-08:00
5016,1010452,91763,,,,,16:00:00-08:00,20:00:00-08:00,,,,,,,,
5017,1012779,81144,,,,,,,,,08:00:00-07:00,13:00:00-07:00,,,,
5022,1002537,93940,,,,,,,,,10:00:00-08:00,14:00:00-08:00,,,,
5023,1004297,35115,15:00:00-06:00,18:00:00-06:00,,,,,,,,,,,,
5024,1004492,56265,,,,,,,15:30:00-06:00,18:30:00-06:00,,,08:00:00-06:00,13:00:00-06:00,,
5025,1000493,13148,,,,,,,,,15:00:00-05:00,19:00:00-05:00,,,,
5026,1008515,28801,,,,,14:00:00-05:00,18:00:00-05:00,,,,,,,,
5029,1007337,40353,,,,,07:00:00-05:00,15:00:00-05:00,,,,,07:00:00-05:00,15:00:00-05:00,,
5030,1006263,27371,,,,,,,13:30:00-05:00,17:30:00-05:00,,,,,,
5033,1012195,45242,,,,,,,,,,,,,09:00:00-05:00,12:30:00-05:00
5035,1002538,32344,,,,,,,,,,,09:00:00-05:00,14:00:00-05:00,,
5036,1011900,47960,,,16:00:00-05:00,19:00:00-05:00,,,,,,,,,,
5037,1003060,52310,,,,,15:00:00-06:00,17:30:00-06:00,,,,,07:00:00-06:00,11:00:00-06:00,,
5038,1008852,55362,,,,,,,15:30:00-06:00,19:00:00-06:00,,,,,,
5039,1004561,61856,,,,,,,15:00:00-06:00,18:00:00-06:00,,,,,,
5040,1011901,14865,,,,,,,16:00:00-05:00,19:00:00-05:00,,,,,,
5042,1006269,20774,,,,,,,,,,,09:00:00-05:00,15:00:00-05:00,,
5043,1000008,81401,,,,,,,,,,,08:30:00-07:00,13:00:00-07:00,,
5045,1000647,52639,,,16:00:00-06:00,18:00:00-06:00,,,,,,,,,,
5046,1010172,22520,,,,,,,,,,,08:00:00-05:00,13:00:00-05:00,,
5047,1006304,80132,08:00:00-07:00,14:00:00-07:00,,,,,,,,,,,,
5052,1003822,27601,,,,,10:00:00-05:00,14:00:00-05:00,,,,,,,,
5054,1003159,55051,,,,,,,,,,,08:00:00-06:00,13:00:00-06:00,,
5055,1011674,87712,,,,,,,,,15:00:00-07:00,18:00:00-07:00,,,,
5056,1002743,94556,,,,,,,,,,,,,09:00:00-08:00,13:00:00-08:00
5057,1001592,13118,,,,,,,10:00:00-05:00,17:00:00-05:00,,,,,,
5060,1012482,97282,,,,,14:00:00-08:00,19:00:00-08:00,,,,,,,,
5063,1000192,43756,,,,,,,,,04:00:00-05:00,19:00:00-05:00,,,,
5065,1012017,46151,,,,,,,,,,,09:00:00-05:00,13:00:00-05:00,,
5066,1012640,35601,07:00:00-06:00,15:00:00-06:00,,,07:00:00-06:00,15:00:00-06:00,,,07:00:00-06:00,15:00:00-06:00,07:00:00-06:00,15:00:00-06:00,,
5067,1002744,94518,,,,,,,,,,,09:00:00-08:00,13:00:00-08:00,,
5068,1006775,19446,,,,,,,,,,,09:00:00-05:00,13:00:00-05:00,,
5070,1002796,25443,,,15:00:00-05:00,19:00:00-05:00,,,,,,,09:00:00-05:00,13:00:00-05:00,,
5071,1012560,28655,,,,,13:00:00-05:00,17:30:00-05:00,,,,,,,,
5072,1001703,28680,,,,,,,,,,,08:00:00-05:00,12:00:00-05:00,,
5073,1002844,26505,,,,,,,,,,,11:00:00-05:00,14:00:00-05:00,,
5074,1002845,26505,,,,,,,,,,,08:30:00-05:00,12:00:00-05:00,,
5075,1010263,54475,,,,,10:00:00-06:00,18:00:00-06:00,10:00:00-06:00,18:00:00-06:00,07:00:00-06:00,18:00:00-06:00,07:00:00-06:00,18:00:00-06:00,09:00:00-06:00,16:00:00-06:00
5077,1010972,10026,,,,,,,,,,,,,09:00:00-05:00,17:00:00-05:00
5079,1009670,69358,,,15:00:00-07:00,18:00:00-07:00,,,,,,,11:00:00-07:00,14:00:00-07:00,,
5080,1011412,56267,,,,,,,15:00:00-06:00,18:00:00-06:00,,,,,,
5085,1009033,61270,,,,,,,,,,,08:00:00-06:00,11:00:00-06:00,,
5086,1009872,37813,08:00:00-05:00,17:30:00-05:00,08:00:00-05:00,17:30:00-05:00,08:00:00-05:00,17:30:00-05:00,08:00:00-05:00,17:30:00-05:00,08:00:00-05:00,17:30:00-05:00,08:00:00-05:00,15:30:00-05:00,,
5092,1005501,61550,,,,,,,,,,,07:00:00-06:00,11:00:00-06:00,,
5093,1011000,60053,,,,,,,,,,,08:00:00-06:00,12:00:00-06:00,,
5094,1010410,22031,,,,,,,,,,,,,09:30:00-05:00,14:30:00-05:00
5095,1010346,83843,,,,,,,,,,,08:00:00-08:00,13:00:00-08:00,,
5096,1001206,83843,,,16:00:00-08:00,18:30:00-08:00,,,,,,,,,,
5097,1012078,97040,,,,,,,,,,,,,16:00:00-08:00,19:00:00-08:00
5098,1005559,54455,,,12:00:00-06:00,19:00:00-06:00,,,,,,,,,,
5099,1008622,64096,08:00:00-06:00,18:00:00-06:00,08:00:00-06:00,18:00:00-06:00,08:00:00-06:00,18:00:00-06:00,08:00:00-06:00,18:00:00-06:00,08:00:00-06:00,18:00:00-06:00,08:00:00-06:00,18:00:00-06:00,08:00:00-06:00,18:00:00-06:00
5100,1005258,96817,10:00:00-10:00,11:00:00-10:00,,,,,,,,,,,,
5103,1007236,21771,,,,,15:30:00-05:00,18:30:00-05:00,,,,,,,,
5104,1010025,27030,,,09:00:00-05:00,12:00:00-05:00,,,,,,,,,,
5105,1005499,61053,,,,,,,,,,,08:00:00-06:00,12:00:00-06:00,,
5106,1004494,48043,,,,,,,,,07:00:00-05:00,13:00:00-05:00,07:00:00-05:00,13:00:00-05:00,,
5107,1012274,48043,,,,,14:00:00-05:00,18:00:00-05:00,,,,,,,,
5108,1006205,10457,,,,,,,08:00:00-05:00,16:00:00-05:00,,,,,,
5110,1004304,28120,,,,,,,,,,,08:00:00-05:00,12:00:00-05:00,,
5112,1005584,22842,,,,,14:00:00-05:00,18:00:00-05:00,,,,,08:00:00-05:00,12:00:00-05:00,,
5113,1005044,17552,,,,,,,,,,,08:00:00-05:00,12:00:00-05:00,,
5119,1004717,29464,,,15:30:00-05:00,19:00:00-05:00,,,,,,,,,,
5120,1007276,20010,,,,,,,,,,,09:00:00-05:00,13:00:00-05:00,,
5122,1000073,10029,,,,,08:00:00-05:00,17:00:00-05:00,,,,,,,,
5123,1002673,52314,,,,,,,16:00:00-06:00,18:00:00-06:00,,,,,,
5124,1010276,75457,,,,,,,,,,,07:00:00-06:00,12:00:00-06:00,,
5125,1012161,98273,,,,,,,,,,,09:00:00-08:00,14:00:00-08:00,,
5126,1004370,75457,,,,,,,,,,,,,,
5127,1008623,65712,,,,,,,,,,,08:00:00-06:00,12:00:00-06:00,,
5128,1005390,10550,,,,,,,10:00:00-05:00,14:00:00-05:00,,,,,,
5129,1006701,96088,,,16:00:00-08:00,18:00:00-08:00,,,,,,,,,,
5131,1000585,21550,,,,,10:00:00-05:00,13:00:00-05:00,,,,,10:00:00-05:00,13:00:00-05:00,,
5132,1001006,65711,,,,,,,,,,,07:00:00-06:00,12:00:00-06:00,,
5137,1011869,85033,,,09:00:00-07:00,13:00:00-07:00,,,,,,,,,,
5138,1010758,95310,,,,,12:00:00-08:00,18:00:00-08:00,,,,,12:00:00-08:00,18:00:00-08:00,,
5140,1002745,94041,,,,,,,,,,,,,09:00:00-08:00,13:00:00-08:00
5141,1008624,65548,,,,,13:00:00-06:00,17:00:00-06:00,,,,,08:00:00-06:00,12:00:00-06:00,,
5142,1011858,99508,,,,,,,15:00:00-09:00,19:00:00-09:00,,,,,,
5143,1001844,88001,,,,,,,,,,,,,10:00:00-07:00,14:00:00-07:00
5144,1010474,87036,,,,,,,,,,,09:00:00-07:00,13:00:00-07:00,,
5147,1008744,15904,,,,,,,15:00:00-05:00,18:00:00-05:00,,,,,,
5150,1006492,35242,,,,,,,,,,,07:00:00-06:00,12:00:00-06:00,,
5151,1002818,15228,,,,,16:00:00-05:00,19:00:00-05:00,,,,,,,,
5152,1008464,19119,,,,,,,15:00:00-05:00,19:00:00-05:00,,,,,,
5155,1011288,53572,,,,,,,15:00:00-06:00,18:30:00-06:00,,,,,,
5156,1010072,37122,,,13:00:00-06:00,18:00:00-06:00,,,13:00:00-06:00,18:00:00-06:00,,,07:00:00-06:00,16:00:00-06:00,,
5158,1008110,10027,,,,,,,,,,,10:00:00-05:00,17:00:00-05:00,,
5160,1012461,52641,,,,,16:00:00-06:00,18:00:00-06:00,,,,,08:30:00-06:00,11:00:00-06:00,,
5161,1009673,48858,,,,,,,,,,,09:00:00-05:00,14:00:00-05:00,,
5162,1009052,48858,,,,,,,07:30:00-05:00,14:00:00-05:00,,,,,,
5163,1000428,60056,,,,,,,,,,,,,08:00:00-06:00,13:00:00-06:00
5164,1005092,96067,15:30:00-08:00,18:00:00-08:00,,,,,,,,,,,,
5166,1003251,47620,,,14:00:00-06:00,18:00:00-06:00,,,,,,,,,,
5170,1002533,98275,,,,,15:00:00-08:00,19:00:00-08:00,,,,,,,,
5171,1008203,53149,,,,,14:00:00-06:00,18:00:00-06:00,,,,,,,,
5172,1010316,31201,,,,,15:30:00-05:00,18:30:00-05:00,,,,,,,,
5173,1000050,31201,,,,,16:00:00-05:00,19:00:00-05:00,,,,,,,,
5174,1012725,99504,,,,,,,,,,,09:00:00-09:00,14:00:00-09:00,,
5175,1012761,47305,,,,,,,,,,,16:00:00-05:00,19:00:00-05:00,,
5176,1004283,60060,,,,,,,,,15:00:00-06:00,19:00:00-06:00,,,,
5178,1009969,44262,,,15:00:00-05:00,18:00:00-05:00,,,,,,,,,,
5179,1009024,46321,,,,,,,,,,,,,08:00:00-06:00,13:00:00-06:00
5180,1010048,62966,,,,,,,,,,,08:00:00-06:00,12:00:00-06:00,,
5181,1002615,84107,,,,,,,,,09:00:00-07:00,14:00:00-07:00,09:00:00-07:00,14:00:00-07:00,,
5182,1001319,92562,,,,,,,,,,,,,09:00:00-08:00,13:00:00-08:00
5183,1003190,52761,,,,,,,,,,,07:30:00-06:00,11:30:00-06:00,,
5184,1003189,52761,,,14:30:00-06:00,17:30:00-06:00,,,,,,,,,,
5185,1005497,10536,,,,,,,,,,,,,10:00:00-05:00,15:00:00-05:00
5186,1012224,49440,,,06:00:00-05:00,15:00:00-05:00,,,06:00:00-05:00,15:00:00-05:00,,,06:00:00-05:00,15:00:00-05:00,,
5188,1000649,73064,,,,,,,,,,,08:00:00-06:00,11:00:00-06:00,,
5189,1010766,33880,08:00:00-05:00,17:00:00-05:00,08:00:00-05:00,17:00:00-05:00,08:00:00-05:00,17:00:00-05:00,08:00:00-05:00,17:00:00-05:00,08:00:00-05:00,17:00:00-05:00,08:00:00-05:00,17:00:00-05:00,08:00:00-05:00,17:00:00-05:00
5193,1011294,75961,,,,,12:00:00-06:00,17:00:00-06:00,,,,,08:00:00-06:00,12:00:00-06:00,,
5194,1005540,83687,,,,,,,,,,,09:00:00-07:00,13:00:00-07:00,,
5197,1011535,94559,,,08:00:00-08:00,12:30:00-08:00,,,,,,,08:00:00-08:00,12:30:00-08:00,,
5211,1002410,73111,,,,,,,,,09:00:00-06:00,13:00:00-06:00,,,,
5212,1011979,43205,,,11:00:00-05:00,13:00:00-05:00,,,,,,,,,,
5213,1004877,93906,,,,,11:00:00-08:00,15:30:00-08:00,,,,,,,,
5215,1003710,95834,,,,,,,,,,,08:00:00-08:00,12:00:00-08:00,,
5222,1005026,18064,,,,,,,,,,,09:00:00-05:00,13:00:00-05:00,,
5224,1009953,44203,,,,,14:00:00-05:00,18:00:00-05:00,,,,,,,,
5228,1006641,54956,,,,,,,,,,,08:00:00-06:00,12:00:00-06:00,,
5229,1008453,92243,,,,,,,,,,,09:00:00-08:00,13:00:00-08:00,,
5230,1012630,54456,,,,,,,,,,,08:00:00-06:00,12:00:00-06:00,,
5232,1006327,22958,,,,,,,,,,,08:00:00-05:00,12:00:00-05:00,,
5234,1006548,68305,,,,,,,,,,,,,07:30:00-06:00,11:00:00-06:00
5236,1006463,64850,,,,,,,,,,,08:00:00-06:00,12:00:00-06:00,,
5237,1001667,11767,,,,,,,,,,,09:00:00-05:00,14:00:00-05:00,,
5238,1001505,39350,,,06:00:00-06:00,08:00:00-06:00,,,06:00:00-06:00,08:00:00-06:00,,,06:00:00-06:00,08:00:00-06:00,,
5239,1012148,97149,,,,,,,,,,,09:00:00-08:00,13:00:00-08:00,,
5242,1011093,95949,,,,,,,,,,,08:00:00-08:00,12:30:00-08:00,,
5243,1011095,95946,,,,,,,14:00:00-08:00,17:30:00-08:00,,,,,,
5244,1011094,95959,,,14:00:00-08:00,17:30:00-08:00,,,,,,,,,,
5245,1003891,95959,,,,,,,,,,,08:30:00-08:00,12:30:00-08:00,,
5248,1010137,64772,,,,,16:30:00-06:00,18:30:00-06:00,,,,,08:00:00-06:00,12:00:00-06:00,,
5249,1005489,47150,,,11:00:00-05:00,14:00:00-05:00,16:00:00-05:00,19:00:00-05:00,,,,,08:00:00-05:00,13:00:00-05:00,,
5250,1005527,43054,,,,,,,16:00:00-05:00,19:00:00-05:00,,,,,,
5251,1007282,10038,,,,,,,,,,,,,11:00:00-05:00,16:00:00-05:00
5252,1012235,48047,,,,,,,,,,,,,08:00:00-05:00,13:00:00-05:00
5258,1006535,53151,,,,,,,,,,,,,08:00:00-06:00,12:00:00-06:00
5259,1003309,28560,,,,,,,,,,,08:00:00-05:00,14:00:00-05:00,,
5267,1011296,45344,,,,,,,,,,,09:00:00-05:00,12:30:00-05:00,,
5268,1004705,11590,,,,,,,,,,,11:00:00-05:00,16:00:00-05:00,,
5273,1010860,17349,,,,,,,,,,,10:00:00-05:00,13:00:00-05:00,,
5274,1000701,19311,,,,,,,,,,,09:00:00-05:00,13:00:00-05:00,,
5279,1002787,37918,,,,,,,15:00:00-05:00,18:00:00-05:00,,,,,,
5282,1012775,46774,,,,,16:00:00-05:00,19:00:00-05:00,,,,,,,,
5283,1008638,63068,,,,,,,,,,,,,,
5284,1005991,23116,,,,,16:00:00-05:00,19:00:00-05:00,,,,,,,,
5286,1000298,55428,,,,,,,,,,,08:00:00-06:00,13:00:00-06:00,,
5289,1010526,54301,,,,,,,,,,,08:00:00-06:00,12:00:00-06:00,,
5290,1000495,60451,,,,,,,,,,,09:00:00-06:00,13:00:00-06:00,,
5292,1006957,56273,,,,,,,,,,,08:00:00-06:00,12:00:00-06:00,,
5297,1012708,20008,,,15:30:00-05:00,20:00:00-05:00,,,,,,,,,,
5298,1012707,20003,,,,,16:00:00-05:00,20:00:00-05:00,,,,,,,,
5299,1012703,20008,,,,,,,,,,,08:00:00-05:00,13:00:00-05:00,,
5300,1003929,12561,,,,,,,,,,,,,10:00:00-05:00,15:00:00-05:00
5304,1010958,10801,,,,,,,,,08:30:00-05:00,14:30:00-05:00,,,,
5306,1010772,32169,,,,,,,,,,,08:00:00-05:00,12:00:00-05:00,,
5309,1000083,10458,,,,,09:00:00-05:00,15:00:00-05:00,,,,,,,,
5311,1003755,14513,,,,,,,14:30:00-05:00,18:00:00-05:00,,,,,,
5312,1000292,13811,,,,,,,,,,,,,12:00:00-05:00,16:00:00-05:00
5313,1003592,49337,,,,,,,,,12:00:00-05:00,18:00:00-05:00,,,,
5315,1001596,32669,,,,,,,,,,,08:00:00-05:00,14:00:00-05:00,,
5316,1004568,49868,,,,,,,16:00:00-05:00,19:00:00-05:00,,,,,,
5317,1000908,12550,,,,,,,,,10:00:00-05:00,16:00:00-05:00,,,,
5318,1005046,73065,,,15:00:00-06:00,19:00:00-06:00,,,,,,,08:00:00-06:00,12:00:00-06:00,,
5320,1011172,14108,,,,,16:30:00-05:00,19:30:00-05:00,,,,,,,,
5323,1009914,97365,,,,,,,,,,,09:00:00-08:00,13:00:00-08:00,,
5327,1009990,72641,,,,,,,,,,,16:00:00-06:00,18:00:00-06:00,,
5328,1009991,72641,,,,,09:00:00-06:00,12:00:00-06:00,,,,,,,,
5332,1004917,24271,,,,,,,,,16:00:00-05:00,20:00:00-05:00,,,,
