FMID,zip,mon_start,mon_end,tue_start,tue_end,wed_start,wed_end,thu_start,thu_end,fri_start,fri_end,sat_start,sat_end,sun_start,sun_end
1010383,39206,,,,,,,,,,,08:00:00-06:00,12:00:00-06:00,,
1006118,53039,,,,,,,,,08:00:00-06:00,12:00:00-06:00,,,,
1011679,99801,,,,,,,,,,,09:00:00-09:00,14:00:00-09:00,,
1005270,96734,,,,,,,09:00:00-10:00,10:00:00-10:00,,,,,,
1008502,96734,,,,,,,,,,,,,08:30:00-10:00,12:00:00-10:00
1006573,94538,,,,,,,10:00:00-08:00,14:00:00-08:00,,,,,,
1006571,94545,,,,,10:00:00-08:00,14:00:00-08:00,,,,,,,,
1002541,91402,,,,,09:00:00-08:00,13:30:00-08:00,,,,,,,,
1008975,91367,,,,,,,10:00:00-08:00,14:30:00-08:00,,,,,,
1006585,94607,,,,,,,,,10:00:00-08:00,14:00:00-08:00,,,,
1009005,92806,,,,,,,,,09:00:00-08:00,15:00:00-08:00,,,,
1008375,93720,,,,,08:00:00-08:00,13:30:00-08:00,,,,,,,,
1011444,95051,,,,,,,,,08:30:00-08:00,13:30:00-08:00,,,,
1006572,94587,,,10:00:00-08:00,14:00:00-08:00,,,,,,,,,,
1011485,94063,,,,,10:00:00-08:00,14:00:00-08:00,,,,,,,,
1011502,94115,,,,,10:00:00-08:00,14:00:00-08:00,,,,,,,,
1003673,90710,,,,,10:00:00-08:00,15:00:00-08:00,,,,,,,,
1011466,94080,,,10:00:00-08:00,14:00:00-08:00,,,,,,,,,,
1002217,96814,,,,,,,,,,,08:00:00-10:00,12:00:00-10:00,,
1011880,49001,,,07:00:00-05:00,14:00:00-05:00,,,07:00:00-05:00,14:00:00-05:00,,,07:00:00-05:00,14:00:00-05:00,,
1005252,96819,,,,,,,,,,,10:00:00-10:00,11:00:00-10:00,,
1011859,49646,,,14:00:00-05:00,18:00:00-05:00,,,,,,,,,,
1008118,96822,,,,,,,,,,,06:30:00-10:00,07:30:00-10:00,,
1012470,44111,,,,,,,,,,,,,10:00:00-05:00,13:00:00-05:00
1012702,96743,,,,,,,,,,,07:00:00-10:00,12:00:00-10:00,,
1003928,84741,,,,,,,,,,,09:00:00-07:00,12:00:00-07:00,,
1012620,50447,15:00:00-06:00,17:00:00-06:00,,,,,,,,,,,,
1005253,96814,,,,,,,10:30:00-10:00,12:00:00-10:00,,,,,,
1010312,60901,,,,,,,,,,,08:00:00-06:00,12:00:00-06:00,,
1001038,60901,,,,,,,,,,,08:00:00-06:00,12:00:00-06:00,,
1011807,67205,,,,,,,,,,,07:00:00-06:00,12:00:00-06:00,,
1011808,67206,,,15:00:00-06:00,18:30:00-06:00,,,,,,,,,,
1011809,67037,,,,,,,,,,,07:00:00-06:00,12:00:00-06:00,,
1005254,96707,,,,,,,,,,,,,07:00:00-10:00,08:30:00-10:00
1006662,96766,,,,,,,,,,,09:30:00-10:00,13:00:00-10:00,,
1005255,96819,,,,,,,,,,,08:00:00-10:00,09:30:00-10:00,,
1002030,64114,,,,,,,,,,,08:00:00-06:00,12:30:00-06:00,,
1011994,66112,,,,,,,07:30:00-06:00,12:30:00-06:00,,,,,,
1011992,66102,,,07:30:00-06:00,12:30:00-06:00,,,,,,,,,,
1011993,66101,,,,,07:30:00-06:00,12:30:00-06:00,,,,,,,,
1005806,68847,,,,,15:30:00-06:00,18:30:00-06:00,,,,,08:00:00-06:00,12:00:00-06:00,,
1008689,68847,15:30:00-06:00,18:30:00-06:00,,,,,,,,,,,,
1012346,96740,,,,,,,,,,,08:00:00-10:00,12:00:00-10:00,,
1012414,37055,,,,,15:30:00-06:00,18:30:00-06:00,,,,,,,,
1001927,12944,,,,,,,,,,,,,09:30:00-05:00,14:00:00-05:00
1010219,12944,,,,,10:00:00-05:00,14:00:00-05:00,,,,,,,,
1004033,96743,,,14:00:00-10:00,17:00:00-10:00,,,,,,,,,,
1001198,76244,,,,,,,,,,,08:00:00-06:00,12:00:00-06:00,,
1012330,98626,,,,,,,,,,,,,10:00:00-08:00,15:00:00-08:00
1005665,77565,,,,,,,,,,,08:00:00-06:00,17:00:00-06:00,,
1010254,83101,,,,,,,,,,,08:00:00-07:00,12:00:00-07:00,,
1008334,46755,,,,,,,,,,,08:30:00-05:00,13:00:00-05:00,,
1002297,21209,,,15:30:00-05:00,18:30:00-05:00,,,,,,,,,,
1001664,11561,,,,,10:00:00-05:00,18:00:00-05:00,,,,,09:00:00-05:00,14:00:00-05:00,,
1003288,30144,15:00:00-05:00,19:00:00-05:00,,,,,,,,,,,,
1006747,63857,,,,,,,,,,,07:00:00-06:00,12:00:00-06:00,,
1001404,19348,,,,,,,,,14:00:00-05:00,18:00:00-05:00,,,,
1012126,53140,,,,,,,,,,,09:00:00-06:00,14:00:00-06:00,,
1012128,53140,,,,,,,,,,,,,09:00:00-06:00,13:00:00-06:00
1012269,48380,,,,,,,,,09:00:00-05:00,14:00:00-05:00,,,,
1008923,11218,,,,,,,,,,,09:00:00-05:00,16:00:00-05:00,,
1001890,21666,,,,,,,15:30:00-05:00,18:30:00-05:00,,,,,,
1002985,43326,,,,,,,,,,,09:00:00-05:00,12:00:00-05:00,,
1010867,49508,,,,,,,,,,,09:00:00-05:00,13:00:00-05:00,,
1005905,95452,,,,,,,,,,,,,12:00:00-08:00,16:00:00-08:00
1010632,52632,,,,,,,,,,,07:00:00-06:00,11:00:00-06:00,,
1010150,27284,,,,,07:00:00-05:00,13:00:00-05:00,,,,,07:00:00-05:00,13:00:00-05:00,,
1006852,29020,,,,,,,,,,,08:00:00-05:00,12:00:00-05:00,,
1005876,83340,,,14:00:00-07:00,18:00:00-07:00,,,,,,,,,,
1011734,54201,,,,,,,,,,,,,10:00:00-06:00,15:00:00-06:00
1010113,32309,,,11:00:00-05:00,18:00:00-05:00,,,,,11:00:00-05:00,18:00:00-05:00,,,,
1004245,12106,,,,,,,,,,,09:00:00-05:00,13:00:00-05:00,,
1006379,23177,,,,,,,,,,,08:30:00-05:00,12:00:00-05:00,,
1000922,93930,,,,,16:00:00-08:00,19:00:00-08:00,,,,,,,,
1010636,27021,,,,,11:00:00-05:00,13:00:00-05:00,,,,,,,,
1012698,22485,,,,,,,,,,,08:00:00-05:00,12:00:00-05:00,,
1011182,22314,,,,,,,15:00:00-05:00,19:00:00-05:00,,,,,,
1003171,55409,,,,,,,,,,,,,08:30:00-06:00,13:00:00-06:00
1012794,86401,,,,,,,,,,,09:30:00-07:00,13:30:00-07:00,,
1001665,11754,,,,,,,,,,,,,09:00:00-05:00,14:00:00-05:00
1011090,98346,,,,,,,,,,,09:00:00-08:00,14:00:00-08:00,,
1003269,12402,,,,,,,,,,,10:00:00-05:00,14:00:00-05:00,,
1012817,22315,,,,,,,,,16:00:00-05:00,19:00:00-05:00,,,,
1001029,26537,,,,,,,,,,,08:00:00-05:00,11:00:00-05:00,,
1002919,96720,,,,,,,,,,,06:30:00-10:00,12:00:00-10:00,,
1000666,98033,,,,,14:00:00-08:00,19:00:00-08:00,,,,,,,,
1008594,63501,,,,,,,,,,,07:00:00-06:00,12:00:00-06:00,,
1000560,97601,,,,,,,,,,,09:00:00-08:00,13:30:00-08:00,,
1012465,37923,,,15:00:00-05:00,18:00:00-05:00,,,,,,,,,,
1012628,50138,,,14:30:00-06:00,18:00:00-06:00,,,,,,,08:00:00-06:00,12:00:00-06:00,,
1010874,46901,,,,,,,,,,,09:00:00-05:00,13:00:00-05:00,,
1010722,96740,,,,,14:00:00-10:00,18:30:00-10:00,,,,,,,,
1011753,33928,,,,,,,,,,,,,08:00:00-05:00,13:00:00-05:00
1000183,46580,14:30:00-05:00,17:00:00-05:00,,,14:30:00-05:00,17:00:00-05:00,,,,,08:00:00-05:00,13:00:00-05:00,,
1002140,54455,,,,,,,,,,,,,09:00:00-06:00,14:00:00-06:00
1000520,83634,,,,,,,,,,,09:00:00-07:00,12:00:00-07:00,,
1009715,90034,,,,,09:00:00-08:00,14:30:00-08:00,,,,,,,,
1009714,90035,,,,,,,14:00:00-08:00,19:30:00-08:00,,,,,,
1002405,55947,,,16:00:00-06:00,19:00:00-06:00,,,,,,,,,,
1003343,10460,,,08:00:00-05:00,15:00:00-05:00,,,,,,,,,,
1001700,97850,,,15:30:00-08:00,18:00:00-08:00,,,,,,,09:00:00-08:00,12:00:00-08:00,,
1011114,60525,,,,,,,07:00:00-06:00,13:00:00-06:00,,,,,,
1007426,40031,,,,,,,,,,,08:00:00-05:00,13:00:00-05:00,,
1005521,91941,,,,,,,,,14:00:00-08:00,18:00:00-08:00,,,,
1006071,20646,,,,,08:00:00-05:00,18:00:00-05:00,,,,,08:00:00-05:00,15:00:00-05:00,,
1001948,23224,16:00:00-05:00,19:30:00-05:00,,,,,,,,,,,,
1008768,64037,,,16:30:00-06:00,19:00:00-06:00,,,,,,,,,,
1008770,64067,,,,,16:30:00-06:00,19:00:00-06:00,,,,,,,,
1008772,64076,,,,,,,16:00:00-06:00,19:00:00-06:00,,,,,,
1010416,70503,,,,,,,,,,,08:00:00-06:00,12:00:00-06:00,,
1006156,94549,,,,,,,15:30:00-08:00,19:00:00-08:00,,,,,,
1004526,80026,,,,,,,15:30:00-07:00,19:30:00-07:00,,,,,,
1004234,70507,,,,,,,,,,,08:00:00-06:00,17:00:00-06:00,08:00:00-06:00,17:00:00-06:00
1001177,70503,,,,,,,,,,,08:00:00-06:00,00:00:00-06:00,,
1010305,70394,,,,,,,,,,,08:00:00-06:00,12:00:00-06:00,,
1005601,92653,,,,,,,,,09:00:00-08:00,13:00:00-08:00,,,,
1003419,92677,,,,,,,,,,,,,08:00:00-08:00,12:00:00-08:00
1009072,78578,,,16:00:00-06:00,17:30:00-06:00,,,,,,,,,,
1008295,29560,,,,,,,13:00:00-05:00,18:00:00-05:00,,,,,,
1004167,98125,,,,,,,15:00:00-08:00,19:00:00-08:00,,,,,,
1011271,32726,,,,,,,08:00:00-05:00,12:00:00-05:00,,,,,,
1004928,32055,,,,,,,,,,,09:00:00-05:00,13:00:00-05:00,,
1012202,98155,,,,,,,,,,,,,10:00:00-08:00,15:00:00-08:00
1002766,49653,,,,,,,,,,,,,09:00:00-05:00,13:00:00-05:00
1006660,32746,,,,,,,,,,,09:00:00-05:00,13:30:00-05:00,,
1008131,44094,,,,,15:00:00-05:00,18:00:00-05:00,,,,,,,,
1005858,53551,,,,,14:00:00-06:00,19:00:00-06:00,,,,,,,,
1012785,95602,,,15:00:00-08:00,19:00:00-08:00,,,,,,,,,,
1004182,48362,,,,,14:00:00-05:00,19:00:00-05:00,,,,,,,,
1003863,97034,,,,,,,,,,,08:30:00-08:00,13:30:00-08:00,,
1001696,12946,,,,,09:00:00-05:00,13:00:00-05:00,,,,,,,,
1012206,12946,,,,,09:00:00-05:00,13:00:00-05:00,,,,,,,,
1008608,63366,,,,,,,,,,,08:00:00-06:00,12:00:00-06:00,,
1010519,33853,,,,,,,,,,,09:00:00-05:00,13:00:00-05:00,,
1012097,36278,,,,,,,,,14:00:00-06:00,18:00:00-06:00,,,,
1001627,33801,,,,,,,,,,,08:00:00-05:00,14:00:00-05:00,,
1006106,51360,,,,,07:30:00-06:00,12:00:00-06:00,,,,,07:30:00-06:00,12:00:00-06:00,,
1001229,56501,,,10:00:00-06:00,13:00:00-06:00,,,,,,,10:00:00-06:00,14:00:00-06:00,,
1010516,33908,,,,,,,,,09:00:00-05:00,13:00:00-05:00,,,,
1008508,93285,,,,,,,,,,,09:00:00-08:00,13:00:00-08:00,,
1002021,23228,,,,,08:00:00-05:00,18:00:00-05:00,,,,,08:00:00-05:00,12:00:00-05:00,,
1012340,90712,,,,,,,,,,,08:00:00-08:00,12:30:00-08:00,,
1002521,44107,,,,,,,17:30:00-05:00,20:00:00-05:00,,,,,,
1011107,80226,,,,,,,,,,,10:00:00-07:00,14:00:00-07:00,,
1009947,44107,,,,,,,,,,,10:00:00-05:00,13:00:00-05:00,,
1011193,14750,,,13:00:00-05:00,17:00:00-05:00,,,,,,,,,,
1012642,50140,,,,,16:00:00-06:00,19:00:00-06:00,,,,,,,,
1006369,58458,16:00:00-06:00,18:00:00-06:00,,,,,16:00:00-06:00,18:00:00-06:00,,,,,,
1002181,60438,,,,,16:00:00-06:00,19:00:00-06:00,,,,,,,,
1011991,61046,,,15:00:00-06:00,18:00:00-06:00,,,,,,,,,,
1012734,17603,,,06:00:00-05:00,16:00:00-05:00,,,,,06:00:00-05:00,16:00:00-05:00,06:00:00-05:00,14:00:00-05:00,,
1002513,14086,,,,,,,,,,,,,09:00:00-05:00,14:00:00-05:00
1000111,82520,,,17:00:00-07:00,18:30:00-07:00,,,,,,,,,,
1000112,82520,,,,,,,,,,,09:00:00-07:00,11:00:00-07:00,,
1005352,97401,,,,,,,,,,,10:00:00-08:00,17:00:00-08:00,11:00:00-08:00,17:00:00-08:00
1009803,97401,,,,,,,,,,,09:00:00-08:00,15:00:00-08:00,,
1006399,55949,,,,,,,,,,,09:00:00-06:00,12:00:00-06:00,,
1012705,19446,,,,,,,,,,,09:00:00-05:00,13:00:00-05:00,,
1003428,19050,,,,,,,,,,,09:00:00-05:00,13:00:00-05:00,,
1002941,48906,,,,,,,,,15:00:00-05:00,19:00:00-05:00,,,,
1004736,48912,,,10:00:00-05:00,18:00:00-05:00,10:00:00-05:00,18:00:00-05:00,10:00:00-05:00,18:00:00-05:00,10:00:00-05:00,18:00:00-05:00,09:00:00-05:00,17:00:00-05:00,12:00:00-05:00,16:00:00-05:00
1002980,14882,,,,,,,,,,,09:00:00-05:00,12:30:00-05:00,,
1000307,82070,,,,,,,15:00:00-07:00,19:00:00-07:00,,,,,,
1010954,10538,,,,,,,,,,,08:30:00-05:00,13:00:00-05:00,,
1000133,80521,,,,,,,,,,,08:00:00-07:00,12:00:00-07:00,,
1008371,33301,,,,,,,,,,,,,09:00:00-05:00,15:00:00-05:00
1011953,89134,,,,,,,,,,,,,,
1001399,89134,,,,,16:00:00-08:00,20:00:00-08:00,,,,,,,,
1001401,89131,,,,,,,,,,,10:00:00-08:00,14:00:00-08:00,,
1001400,89135,,,,,,,16:00:00-08:00,20:00:00-08:00,,,,,,
1010899,96130,,,,,,,,,,,08:00:00-08:00,12:00:00-08:00,,
1009057,49076,,,,,14:00:00-05:00,19:00:00-05:00,,,,,,,,
1012367,59044,,,,,16:00:00-07:00,18:30:00-07:00,,,,,,,,
1002301,30553,,,,,07:00:00-05:00,11:00:00-05:00,,,,,07:00:00-05:00,11:00:00-05:00,,
1001023,90260,,,,,14:00:00-08:00,19:00:00-08:00,,,,,,,,
1005181,35650,,,06:00:00-06:00,13:00:00-06:00,,,13:00:00-06:00,19:00:00-06:00,,,06:00:00-06:00,13:00:00-06:00,,
1004122,49064,,,,,,,,,,,09:00:00-05:00,13:00:00-05:00,,
1012750,66044,,,,,,,,,,,07:00:00-06:00,11:00:00-06:00,,
1012751,66044,,,16:00:00-06:00,18:00:00-06:00,,,,,,,,,,
1012108,23868,,,,,,,,,15:00:00-05:00,18:00:00-05:00,,,,
1012125,15201,,,,,,,,,,,13:00:00-05:00,16:00:00-05:00,,
1010221,30046,,,,,,,,,,,,,08:00:00-05:00,12:00:00-05:00
1010513,73507,,,,,07:30:00-06:00,13:00:00-06:00,,,,,07:30:00-06:00,13:00:00-06:00,,
1003899,95454,14:30:00-08:00,17:00:00-08:00,,,,,,,,,,,,
1008866,14482,,,,,,,,,,,09:00:00-05:00,12:30:00-05:00,,
1008912,10456,,,,,10:00:00-05:00,15:00:00-05:00,,,,,,,,
1000780,66048,,,,,15:00:00-06:00,18:00:00-06:00,,,,,07:00:00-06:00,12:00:00-06:00,,
1008786,97355,,,,,,,14:00:00-08:00,18:00:00-08:00,,,,,,
1008751,40033,,,,,09:00:00-05:00,14:00:00-05:00,,,,,09:00:00-05:00,14:00:00-05:00,,
1000702,12125,,,,,,,,,,,,,10:00:00-05:00,14:00:00-05:00
1010760,52753,,,,,,,,,,,15:00:00-06:00,18:00:00-06:00,,
1006722,35094,,,,,,,,,15:00:00-06:00,18:00:00-06:00,,,,
1012618,20175,,,,,,,,,,,08:00:00-05:00,12:00:00-05:00,,
1006711,34748,,,,,,,,,,,08:00:00-05:00,13:00:00-05:00,,
1002658,19533,,,,,08:00:00-05:00,19:00:00-05:00,,,,,,,,
1002768,49654,,,,,,,09:00:00-05:00,13:00:00-05:00,,,,,,
1012637,83467,,,,,,,,,,,09:00:00-07:00,13:00:00-07:00,,
1004919,16851,,,,,14:00:00-05:00,18:00:00-05:00,,,,,,,,
1005345,61032,,,,,,,,,,,08:00:00-06:00,11:00:00-06:00,,
1002471,31709,,,07:00:00-05:00,13:00:00-05:00,,,07:00:00-05:00,13:00:00-05:00,,,07:00:00-05:00,13:00:00-05:00,,
1008937,28645,,,,,10:00:00-05:00,18:00:00-05:00,10:00:00-05:00,18:00:00-05:00,10:00:00-05:00,18:00:00-05:00,10:00:00-05:00,16:00:00-05:00,,
1002884,13032,,,,,,,,,,,09:00:00-05:00,14:00:00-05:00,,
1003937,45211,,,,,,,,,15:00:00-05:00,19:00:00-05:00,,,,
1012612,98531,,,,,,,,,10:00:00-08:00,15:30:00-08:00,,,,
1008726,41179,,,,,,,,,,,,,,
1004651,13367,,,,,,,11:00:00-05:00,15:00:00-05:00,,,,,,
1004270,24901,,,,,,,,,,,08:30:00-05:00,13:00:00-05:00,,
1011527,83501,,,,,,,,,,,17:00:00-08:00,20:00:00-08:00,,
1012553,59457,,,,,,,,,,,08:00:00-07:00,15:00:00-07:00,,
1008320,24450,,,,,08:00:00-05:00,12:30:00-05:00,,,,,,,,
1008273,12452,,,,,,,,,,,10:00:00-05:00,12:00:00-05:00,,
1009767,55014,,,,,15:00:00-06:00,19:00:00-06:00,,,,,,,,
1012287,59923,,,,,,,12:00:00-07:00,17:00:00-07:00,,,,,,
1007418,67901,,,,,,,,,,,07:00:00-06:00,11:00:00-06:00,,
1007326,33127,,,,,,,,,,,,,,
1002972,59522,,,,,,,17:00:00-07:00,19:00:00-07:00,,,,,,
1002971,59522,,,,,,,17:00:00-07:00,19:00:00-07:00,,,,,,
1002458,99019,,,,,,,,,,,09:00:00-08:00,13:00:00-08:00,,
1010967,19124,,,,,,,15:00:00-05:00,19:00:00-05:00,,,,,,
1008610,64068,,,,,07:00:00-06:00,12:00:00-06:00,,,,,,,,
1006841,34669,,,,,,,,,,,11:00:00-05:00,17:00:00-05:00,,
1012318,15658,,,,,,,,,,,08:00:00-05:00,12:00:00-05:00,,
1003895,30047,,,,,,,,,16:00:00-05:00,20:00:00-05:00,,,,
1000525,52155,,,,,,,,,,,09:00:00-06:00,12:00:00-06:00,,
1008397,97367,,,,,,,,,,,,,09:00:00-08:00,15:00:00-08:00
1005411,40484,,,08:00:00-05:00,13:00:00-05:00,,,,,,,,,,
1010995,28092,,,,,,,07:00:00-05:00,12:00:00-05:00,,,,,,
1010993,28037,,,,,,,,,,,08:00:00-05:00,12:00:00-05:00,,
1010992,28092,,,07:00:00-05:00,12:00:00-05:00,,,,,,,07:00:00-05:00,12:00:00-05:00,,
1004848,89008,,,,,,,16:00:00-08:00,17:30:00-08:00,,,,,,
1004847,89043,,,,,,,,,,,10:00:00-08:00,11:30:00-08:00,,
1003378,68508,,,,,,,,,,,08:00:00-06:00,12:00:00-06:00,,
1011300,90031,,,,,15:00:00-08:00,19:00:00-08:00,,,,,,,,
1000096,10451,,,08:00:00-05:00,15:00:00-05:00,,,,,08:00:00-05:00,15:00:00-05:00,,,,
1011062,55806,,,,,,,16:00:00-06:00,19:00:00-06:00,,,,,,
1000905,48146,,,,,,,,,,,,,11:00:00-05:00,16:00:00-05:00
1003553,33139,,,,,,,,,,,,,09:00:00-05:00,18:30:00-05:00
1011688,65101,,,,,,,,,,,09:00:00-06:00,12:00:00-06:00,,
1010162,92111,,,,,,,14:00:00-08:00,19:00:00-08:00,,,,,,
1006829,35203,,,,,08:00:00-06:00,13:00:00-06:00,,,,,,,,
1009791,96753,,,,,,,,,,,08:30:00-10:00,11:00:00-10:00,,
1006322,58054,15:30:00-06:00,18:00:00-06:00,,,,,15:30:00-06:00,18:00:00-06:00,,,,,,
1012680,60532,,,,,,,,,,,08:00:00-06:00,13:00:00-06:00,,
1011220,55355,,,,,,,14:00:00-06:00,17:30:00-06:00,,,,,,
1005912,17543,,,,,,,,,,,08:00:00-05:00,12:00:00-05:00,,
1008432,75068,,,,,,,,,,,08:00:00-06:00,12:00:00-06:00,,
1012027,29566,,,,,13:00:00-05:00,18:00:00-05:00,,,,,,,,
1012540,72201,,,,,,,,,,,07:00:00-06:00,15:00:00-06:00,,
1004172,95062,,,,,,,,,,,,,09:00:00-08:00,13:00:00-08:00
1006558,94550,,,,,,,16:00:00-08:00,20:00:00-08:00,,,,,,
1006559,94550,,,,,,,,,,,,,10:00:00-08:00,14:00:00-08:00
1005691,39110,,,,,,,16:00:00-06:00,20:00:00-06:00,,,,,,
1012641,59047,,,,,16:30:00-07:00,19:30:00-07:00,,,,,,,,
1010248,48150,,,,,,,,,,,08:00:00-05:00,14:00:00-05:00,,
1000119,97232,,,10:00:00-08:00,14:00:00-08:00,,,,,,,,,,
1008843,36865,,,,,,,,,15:00:00-06:00,18:00:00-06:00,,,,
1008951,56470,,,,,09:00:00-06:00,15:00:00-06:00,,,,,09:00:00-06:00,14:00:00-06:00,,
1011012,44805,11:00:00-05:00,18:00:00-05:00,11:00:00-05:00,18:00:00-05:00,11:00:00-05:00,18:00:00-05:00,11:00:00-05:00,18:00:00-05:00,11:00:00-05:00,18:00:00-05:00,11:00:00-05:00,18:00:00-05:00,11:00:00-05:00,18:00:00-05:00
1005985,60441,16:00:00-06:00,20:00:00-06:00,,,,,,,,,,,,
1009967,44614,,,,,,,16:00:00-05:00,19:00:00-05:00,,,,,,
1001313,53555,,,,,,,,,14:00:00-06:00,18:00:00-06:00,,,,
1000631,42276,,,12:00:00-06:00,16:00:00-06:00,,,,,,,08:00:00-06:00,12:00:00-06:00,,
1000614,43311,,,,,,,,,,,08:30:00-05:00,12:00:00-05:00,,
1010423,60647,,,,,,,,,,,,,10:00:00-06:00,15:00:00-06:00
1001148,46947,,,,,15:00:00-05:00,18:00:00-05:00,,,,,08:00:00-05:00,13:00:00-05:00,,
1011151,53048,,,,,,,,,,,09:00:00-06:00,12:00:00-06:00,,
1012408,40741,,,16:00:00-05:00,20:00:00-05:00,,,16:00:00-05:00,20:00:00-05:00,,,08:00:00-05:00,12:00:00-05:00,,
1008179,78738,,,,,,,,,,,,,10:00:00-06:00,14:00:00-06:00
1010146,90802,,,,,,,,,10:00:00-08:00,15:00:00-08:00,,,,
1008965,39560,,,,,,,,,,,09:00:00-06:00,12:00:00-06:00,,
1003702,90803,,,,,,,,,,,,,09:00:00-08:00,14:00:00-08:00
1003706,90807,,,,,,,15:00:00-08:00,18:30:00-08:00,,,,,,
1010168,19904,,,,,11:30:00-05:00,16:30:00-05:00,,,,,,,,
1008439,97470,,,,,,,,,15:00:00-08:00,18:00:00-08:00,,,,
1011089,37412,04:00:00-05:00,19:00:00-05:00,,,,,,,,,,,,
1011088,30750,,,,,,,16:00:00-05:00,19:00:00-05:00,,,,,,
1012605,22079,,,,,,,,,,,,,09:00:00-05:00,13:00:00-05:00
1002742,94022,,,,,,,16:00:00-08:00,20:00:00-08:00,,,,,,
1000824,93635,,,,,,,,,,,,,07:30:00-08:00,11:00:00-08:00
1012110,95030,,,,,,,,,,,,,09:00:00-08:00,13:00:00-08:00
1005431,87107,,,,,,,,,,,07:00:00-07:00,12:00:00-07:00,,
1012289,63353,,,,,15:00:00-06:00,18:00:00-06:00,,,,,,,,
1003202,40245,,,,,14:30:00-05:00,17:30:00-05:00,,,,,09:00:00-05:00,13:00:00-05:00,,
1005911,80027,,,,,,,,,,,09:00:00-07:00,13:00:00-07:00,,
1011137,80538,,,11:00:00-07:00,15:00:00-07:00,,,,,,,,,,
1000462,45140,,,15:00:00-05:00,19:00:00-05:00,,,,,,,,,,
1005450,82431,,,,,,,,,16:30:00-07:00,18:00:00-07:00,,,,
1012226,49331,,,,,,,12:00:00-05:00,17:30:00-05:00,,,,,,
1011068,46356,,,,,,,,,,,09:00:00-06:00,14:00:00-06:00,,
1006822,28098,,,,,,,16:00:00-05:00,20:00:00-05:00,,,,,,
1008909,10002,,,,,,,15:00:00-05:00,19:00:00-05:00,,,,,,
1011233,97885,,,,,,,,,12:00:00-08:00,18:00:00-08:00,11:00:00-08:00,16:00:00-08:00,11:00:00-08:00,16:00:00-08:00
1010625,98944,,,,,16:00:00-08:00,20:00:00-08:00,,,,,,,,
1001672,80230,,,16:00:00-07:00,20:00:00-07:00,,,,,,,,,,
1008202,13367,,,,,,,,,,,08:30:00-05:00,14:00:00-05:00,,
1004599,54446,,,14:00:00-06:00,18:00:00-06:00,,,,,,,08:00:00-06:00,12:00:00-06:00,,
1011773,60626,15:00:00-06:00,19:00:00-06:00,,,,,,,,,,,,
1011800,50311,,,,,,,,,,,09:00:00-06:00,13:00:00-06:00,,
1004752,49431,,,,,,,,,15:00:00-05:00,20:00:00-05:00,,,,
1002383,24504,,,07:00:00-05:00,14:00:00-05:00,07:00:00-05:00,14:00:00-05:00,07:00:00-05:00,14:00:00-05:00,07:00:00-05:00,14:00:00-05:00,07:00:00-05:00,14:00:00-05:00,,
1001141,98264,,,,,,,12:00:00-08:00,17:00:00-08:00,,,,,,
1008811,40222,,,,,,,15:00:00-05:00,18:00:00-05:00,,,,,,
1001651,32444,,,11:00:00-06:00,19:00:00-06:00,,,,,,,,,,
1001335,13368,,,12:00:00-05:00,18:00:00-05:00,,,,,,,,,,
1012815,49858,,,,,,,,,,,09:00:00-06:00,12:00:00-06:00,,
1011538,30126,,,,,,,08:30:00-05:00,12:30:00-05:00,,,,,,
1012442,95823,,,,,,,,,08:30:00-08:00,13:30:00-08:00,,,,
1007338,61455,,,,,,,07:00:00-06:00,13:00:00-06:00,,,07:00:00-06:00,13:00:00-06:00,,
1003327,36083,,,,,08:30:00-06:00,14:00:00-06:00,,,,,08:30:00-06:00,14:00:00-06:00,,
1000628,18062,,,,,,,16:00:00-05:00,19:00:00-05:00,,,,,,
1005570,81054,,,,,,,,,,,07:00:00-07:00,14:00:00-07:00,,
1006188,45243,,,,,,,16:00:00-05:00,18:00:00-05:00,,,,,,
1006187,45243,,,,,,,15:30:00-05:00,19:00:00-05:00,,,,,,
1006381,56062,,,,,16:00:00-06:00,18:00:00-06:00,,,,,,,,
1011672,93638,,,,,,,16:00:00-08:00,18:00:00-08:00,,,,,,
1006501,35758,,,,,,,,,,,08:00:00-06:00,12:00:00-06:00,,
1001855,28754,,,,,,,,,,,09:00:00-05:00,13:00:00-05:00,,
1000481,50273,,,,,,,,,,,08:00:00-06:00,12:00:00-06:00,,
1002419,35804,,,,,07:30:00-06:00,16:00:00-06:00,07:30:00-06:00,16:00:00-06:00,07:30:00-06:00,16:00:00-06:00,06:00:00-06:00,15:00:00-06:00,07:00:00-06:00,15:00:00-06:00
1001120,22727,,,,,,,,,,,08:00:00-05:00,12:00:00-05:00,,
1011745,63645,,,,,,,,,,,08:00:00-06:00,12:00:00-06:00,,
1000117,59729,,,,,,,,,,,09:00:00-07:00,12:00:00-07:00,,
1002705,47250,,,06:00:00-05:00,13:00:00-05:00,,,06:00:00-05:00,13:00:00-05:00,,,06:00:00-05:00,13:00:00-05:00,,
1012249,56256,,,08:30:00-06:00,12:00:00-06:00,,,,,,,,,,
1012046,97741,,,,,,,,,,,09:00:00-08:00,16:00:00-08:00,,
1011334,98122,,,,,,,,,15:00:00-08:00,19:00:00-08:00,,,,
1011658,57262,,,,,,,,,15:00:00-06:00,18:00:00-06:00,,,,
1004168,98199,,,,,,,,,,,10:00:00-08:00,14:00:00-08:00,,
